,year,state_fips_code,county_fips_code,pred_grams_oxy
112,2013,13,11,104485.45092939505
113,2013,13,31,124312.06858990545
114,2013,13,59,227346.78024784967
115,2013,13,61,106147.76847392108
116,2013,13,101,81477.13606422048
117,2013,13,127,191608.70045579073
118,2013,13,89,430578.8149923594
119,2013,13,143,118402.95434258526
120,2013,13,157,135317.61464129674
121,2013,13,163,116004.26356272539
122,2013,13,169,101584.56265930101
123,2013,13,181,119910.10893796144
124,2013,13,213,114559.98656404157
125,2013,13,215,377917.0640332803
126,2013,13,235,93815.8507199404
127,2013,13,241,119077.64827142964
128,2013,13,259,67270.85843669415
129,2013,13,281,109958.93796871025
130,2013,13,283,110533.2284441506
131,2013,13,287,97325.3955048117
132,2013,13,3,94442.44004227132
133,2013,13,1,98814.2752571298
134,2013,13,25,99646.57411895478
135,2013,13,17,117285.63167704573
136,2013,13,47,113274.91747408033
137,2013,13,55,93550.36368760766
138,2013,13,73,344485.7671350941
139,2013,13,115,305183.4171711551
140,2013,13,117,329164.3689454748
141,2013,13,147,117673.16715283378
142,2013,13,185,300495.53046546166
143,2013,13,199,100058.49803867728
144,2013,13,237,116946.03220721248
145,2013,13,261,114401.4032388474
146,2013,13,301,109911.34727084616
147,2013,13,7,90998.6662011314
148,2013,13,35,115024.14413826905
149,2013,13,43,92586.11195566985
150,2013,13,45,324282.3684705487
151,2013,13,99,92493.31887838675
152,2013,13,81,116295.70558603687
153,2013,13,77,296329.61908725667
154,2013,13,67,413696.7162035268
155,2013,13,83,103050.84479082849
156,2013,13,317,112722.53763213208
157,2013,13,27,108737.10697165382
158,2013,13,129,122643.51906270525
159,2013,13,105,103236.39231903657
160,2013,13,165,113450.68293937287
161,2013,13,217,338879.61903450906
162,2013,13,133,117525.52852752965
163,2013,13,71,97164.65224408498
164,2013,13,85,103084.77791642491
165,2013,13,63,358415.8205914043
166,2013,13,139,326238.7337418203
167,2013,15,3,561688.4944948623
168,2013,15,9,361854.7485743479
169,2013,16,71,81263.72455726775
170,2013,16,45,104105.08384107042
171,2013,16,85,105977.02190482372
172,2013,16,3,113627.28489685422
173,2013,19,193,287263.9281207279
174,2013,19,97,99318.149933258
175,2013,19,111,96538.06811062135
176,2013,19,181,107996.76744987775
177,2013,19,149,92068.06413712831
178,2013,19,41,98839.75493712012
179,2013,19,55,90973.44612537794
180,2013,19,185,74059.85352613134
181,2013,19,163,297690.8280919623
182,2013,20,181,68746.0869192775
183,2013,20,193,72226.1576828584
184,2013,20,127,72032.25249120449
185,2013,20,163,73088.73240634552
186,2013,20,25,62390.906013564265
187,2013,20,77,68088.9283485474
188,2013,20,111,87855.17048979751
189,2013,20,145,72129.08005086826
190,2013,20,33,55926.0846247116
191,2013,20,63,63005.2112767377
192,2013,20,79,113023.59572981116
193,2013,20,69,94874.22253534624
194,2013,20,17,72325.19341508398
195,2013,20,67,72531.46556354938
196,2013,20,109,62424.2108322872
197,2013,20,149,99182.56165061207
198,2013,20,15,240287.965852187
199,2013,20,169,111299.42460068893
200,2013,20,197,94960.7199091355
201,2013,13,113,343477.68847480544
202,2013,20,207,59083.31927794874
203,2013,20,141,57511.26061834278
204,2013,20,55,98802.3455177198
205,2013,20,97,83811.12901682817
206,2013,20,201,70810.43508546542
207,2013,20,129,62758.845971142175
208,2013,20,9,78077.32266575644
209,2013,20,43,71576.73799272814
210,2013,20,101,61764.92396981152
211,2013,20,115,73926.73255966652
212,2013,20,13,72640.99998066852
213,2013,20,161,106693.3076251581
214,2013,20,41,107748.55322537625
215,2013,21,79,108995.3660436297
216,2013,21,37,298146.44480997935
217,2013,21,81,106606.87851790551
218,2013,21,141,87418.68131159239
219,2013,21,167,103502.9226333406
220,2013,17,9,79315.94655423988
221,2013,17,123,93447.69820901091
222,2013,17,21,99620.61727517981
223,2013,17,77,106995.61841236209
224,2013,17,181,117654.55538778484
225,2013,17,165,96920.62693850305
226,2013,17,195,110202.3409139667
227,2013,17,37,302908.7946869793
228,2013,17,79,82142.09053938305
229,2013,17,197,484577.8163012304
230,2013,17,41,93796.10404992527
231,2013,17,61,96551.43182219859
232,2013,17,69,97749.83970679335
233,2013,17,95,108152.47830352774
234,2013,17,127,101823.9344779538
235,2013,17,89,441051.64793267613
236,2013,6,73,599688.2468489457
237,2013,6,107,405441.80166347965
238,2013,6,113,449608.0201439821
239,2013,6,23,355755.9342623585
240,2013,6,57,376272.1695686986
241,2013,6,3,121570.99570243555
242,2013,6,39,333901.22310048615
243,2013,6,45,153369.77593272948
244,2013,6,87,482187.7173886245
245,2013,6,105,130614.43047334447
246,2013,6,37,598062.4510944607
247,2013,6,65,485934.7909856814
248,2013,6,71,512661.16436759004
249,2013,6,85,606822.2749048367
250,2013,6,41,462102.41971705435
251,2013,6,61,463706.18616524583
252,2013,6,93,136628.22372737312
253,2013,6,89,351783.11011406756
254,2013,6,95,395441.63951332145
255,2013,6,15,130348.31386006293
256,2013,6,21,130955.98055241385
257,2013,6,7,370396.74110236333
258,2013,6,63,130982.39068598858
259,2013,6,79,455252.7478865426
260,2013,6,29,513415.69726664043
261,2013,6,111,564113.4452968623
262,2013,6,9,119041.26173684052
263,2013,6,81,552483.9010692582
264,2013,6,109,124411.30791750645
265,2013,6,5,118830.73309701886
266,2013,8,95,91951.04233927261
267,2013,8,31,418109.98997742665
268,2013,8,61,65194.16480478257
269,2013,8,9,63828.667230381456
270,2013,8,47,130856.95020570741
271,2013,8,63,91795.76344563771
272,2013,8,51,131333.00488360427
273,2013,8,59,407944.18786175625
274,2013,8,91,119854.94423376578
275,2013,8,103,94676.946644165
276,2013,8,123,329033.10641886113
277,2013,8,21,118172.60862313076
278,2013,8,23,105696.55522941929
279,2013,8,67,138814.82816253617
280,2013,8,81,101273.30972516768
281,2013,8,105,130669.22866740936
282,2013,8,11,81994.31356439056
283,2013,8,25,84853.7090370695
284,2013,8,111,94654.64387912612
285,2013,8,57,85699.70756510239
286,2013,8,75,105995.45395096269
287,2013,8,83,104475.39694915398
288,2013,8,119,105722.47890059468
289,2013,8,13,473084.2458419826
290,2013,8,71,130841.69825401809
291,2013,8,73,103892.7614158366
292,2013,8,107,132158.37290740863
293,2013,8,3,119687.33072367484
294,2013,8,19,94928.29711295664
295,2013,8,43,125045.4489092848
296,2013,17,179,342548.4448684603
297,2013,8,35,463609.2155663159
298,2013,8,37,133600.48032111974
299,2013,8,101,370693.177698157
300,2013,8,85,119113.95953621496
301,2013,8,87,103537.73875311112
302,2013,8,93,100709.38041671172
303,2013,8,109,128263.68194717556
304,2013,8,77,297695.47040002065
305,2013,8,99,85740.13679457159
306,2013,8,53,83928.56434643603
307,2013,8,41,414119.7322370603
308,2013,8,121,90757.83351994453
309,2013,8,49,142925.6470941855
310,2013,8,5,408713.51237075625
311,2013,8,89,98671.33979723894
312,2013,8,14,213931.24555872357
313,2013,10,3,406466.62282975623
314,2013,10,5,331009.9313333923
315,2013,10,1,295591.17549086193
316,2013,11,1,571373.8443021083
317,2013,9,9,415621.5094361515
318,2013,9,5,295807.230776115
319,2013,9,3,411173.3691001515
320,2013,9,11,305598.56233008095
321,2013,9,13,284200.0770844762
322,2013,9,1,593917.3963608623
323,2013,12,31,422668.0205893807
324,2013,12,7,107996.8681620842
325,2013,12,19,322705.62650466134
326,2013,12,67,103995.993675003
327,2013,12,89,283003.7275299972
328,2013,12,103,422362.22382859164
329,2013,12,111,388957.7450688787
330,2013,12,51,114432.42579566907
331,2013,12,61,358597.7689122869
332,2013,12,99,453793.103805151
333,2013,12,109,331440.03554686817
334,2013,12,86,435000.58857795014
335,2013,12,35,310966.99511000526
336,2013,12,37,98133.42560934894
337,2013,12,47,90238.39342986519
338,2013,12,39,121072.54861549826
339,2013,12,59,90427.12012712791
340,2013,12,71,419807.081402625
341,2013,12,83,345813.9299763243
342,2013,12,21,360920.78408971056
343,2013,12,93,119293.41825815721
344,2013,12,101,416181.7234544265
345,2013,12,55,293359.19852333766
346,2013,12,121,100568.98579062839
347,2013,12,27,94113.33928239647
348,2013,12,13,89401.36676654512
349,2013,12,23,118908.19777297566
350,2013,12,29,97144.98650654471
351,2013,12,107,120673.83935285168
352,2013,12,125,79203.13931527676
353,2013,12,81,329606.91663457453
354,2013,12,75,101372.28927979858
355,2013,12,3,102733.33197241336
356,2013,12,127,419135.6665032645
357,2013,12,73,324923.8545628562
358,2013,12,79,91067.86069504736
359,2013,12,77,82963.03986274652
360,2013,12,119,310475.6642065
361,2013,29,195,81259.65676529352
362,2013,29,227,62554.599925892835
363,2013,29,79,74598.86905260575
364,2013,29,141,116010.00498788449
365,2013,29,179,94490.75207207141
366,2013,29,189,461516.99968973495
367,2013,29,209,124411.31761383479
368,2013,29,9,111040.72975212666
369,2013,29,19,328809.0390894824
370,2013,29,51,245767.03272043692
371,2013,29,55,114819.96376873202
372,2013,29,93,91148.92749432796
373,2013,29,117,83825.30404080662
374,2013,29,135,108446.49625195615
375,2013,29,155,98694.26954370765
376,2013,29,159,99927.28331038523
377,2013,29,203,93361.41941279745
378,2013,29,175,93881.24238424707
379,2013,29,69,96316.51113976126
380,2013,29,71,334949.4676480861
381,2013,29,89,82116.34253637733
382,2013,29,95,417317.9862364583
383,2013,29,131,119674.63401308554
384,2013,29,171,84660.80946560625
385,2013,29,213,127378.37964254909
386,2013,29,21,293356.6966821166
387,2013,29,25,82153.6017909662
388,2013,29,37,334654.0725940399
389,2013,29,49,100439.35751450565
390,2013,29,59,99851.73977996391
391,2013,29,85,103585.89543269128
392,2013,29,113,111460.56665545914
393,2013,29,137,82774.45245054808
394,2013,29,145,116365.92409525035
395,2013,29,163,88089.04530292877
396,2013,29,183,335235.9610363674
397,2013,29,31,179069.66588654395
398,2013,29,205,79102.90440433474
399,2013,29,225,108882.13350324551
400,2013,29,65,87578.67898999443
401,2013,29,5,72185.4307207559
402,2013,29,13,90522.44698559411
403,2013,29,15,114348.43245638015
404,2013,29,35,98060.03451446042
405,2013,29,57,83317.0804301261
406,2013,29,115,91091.91831581575
407,2013,29,91,102268.84756613907
408,2013,29,101,110932.69870857784
409,2013,29,105,102398.78133114893
410,2013,29,125,100083.47947974797
411,2013,29,161,114696.10428799163
412,2013,29,165,287044.6768285571
413,2013,29,187,114608.03103743096
414,2013,29,510,364864.6154891611
415,2013,29,3,92348.51830482164
416,2013,29,23,96709.3109415819
417,2013,29,33,80824.959245494
418,2013,29,61,100526.90248047531
419,2013,29,87,75379.50475310543
420,2013,29,181,93228.48118520489
421,2013,29,219,104272.97079828859
422,2013,29,221,97690.25551648693
423,2013,29,43,289967.5922885571
424,2013,29,63,104501.00296412237
425,2013,29,81,78096.5992797617
426,2013,29,107,116160.05452188861
427,2013,29,1,115263.0298589858
428,2013,29,199,72609.21084768572
429,2013,29,211,79786.61843491181
430,2013,29,45,83534.11804429408
431,2013,29,97,300026.17303430365
432,2013,29,111,72725.20894024054
433,2013,29,119,82606.75693841423
434,2013,29,157,96995.4555681571
435,2013,29,167,108814.68640320265
436,2013,29,177,109455.71440354142
437,2013,30,41,107041.1245213119
438,2013,30,15,94979.63405639527
439,2013,30,53,132489.86350882685
440,2013,30,67,97357.6582559987
441,2013,30,103,68033.7068627286
442,2013,30,5,79539.74808342535
443,2013,30,97,84174.04385099832
444,2013,30,99,88060.44453215647
445,2013,30,79,63277.81491815246
446,2013,30,35,97651.1220948876
447,2013,30,25,88160.6449288871
448,2013,30,37,64478.98282922848
449,2013,30,93,105233.99779081935
450,2013,30,95,91112.97897796697
451,2013,30,43,92523.65106447208
452,2013,30,39,85487.7513114864
453,2013,30,107,75534.40678053409
454,2013,30,57,92373.024453378
455,2013,30,91,86821.9209046983
456,2013,30,11,63293.50632872388
457,2013,30,3,116417.50263118975
458,2013,30,47,101947.97673193351
459,2013,30,49,213641.90006922785
460,2013,35,27,103707.18862988421
461,2013,29,127,95253.04822018667
462,2013,29,151,95950.44009691829
463,2013,35,5,94596.68514834954
464,2013,35,25,94652.2004726791
465,2013,35,49,435346.28078878974
466,2013,35,59,72776.16804811406
467,2013,35,51,96322.92745750927
468,2013,35,53,107287.46505012015
469,2013,35,41,109782.74081103755
470,2013,35,13,349614.140762746
471,2013,35,28,136528.89996494164
472,2013,35,39,115368.03707416108
473,2013,35,47,119780.13236057379
474,2013,35,61,298594.35950907815
475,2013,35,57,124172.21430188892
476,2013,35,1,416199.2601566249
477,2013,35,35,111626.31561549811
478,2013,35,6,93498.44746701462
479,2013,35,19,92378.35180708858
480,2013,35,3,100361.32752851331
481,2013,36,5,631610.0049754664
482,2013,36,67,386796.7815211897
483,2013,36,19,258226.73023674253
484,2013,36,99,86331.33542092406
485,2013,36,79,359109.6968487635
486,2013,36,43,97492.29620121345
487,2013,36,69,328528.4412077904
488,2013,36,101,295764.04478446697
489,2013,36,41,99722.54163677717
490,2013,36,13,324612.9255908093
491,2013,36,47,631495.8190574489
492,2013,36,107,113891.27989173993
493,2013,36,73,104418.94170685332
494,2013,36,91,302139.38945114805
495,2013,36,21,106870.29830193617
496,2013,36,49,115479.55825768912
497,2013,36,119,606012.7442288623
498,2013,36,25,109160.32514840996
499,2013,36,57,111906.50793043198
500,2013,36,85,498288.2457466984
501,2013,36,89,306200.6208787271
502,2013,36,109,260387.19933857035
503,2013,36,113,175427.36542546592
504,2013,36,23,116722.24437236175
505,2013,36,27,483174.4576160215
506,2013,36,55,407391.92451928044
507,2013,36,65,307568.5204898488
508,2013,36,111,285370.68576809374
509,2013,36,15,267844.549741495
510,2013,36,51,111602.09439055841
511,2013,36,77,107968.7733368402
512,2013,36,39,117462.59069552954
513,2013,36,1,302059.34687006864
514,2013,36,3,96574.83630640291
515,2013,36,9,175551.68122267255
516,2013,36,53,177363.92077394677
517,2013,36,93,343300.7152574972
518,2013,36,37,114422.53318814683
519,2013,36,123,107640.06559909001
520,2013,37,79,89684.97676996821
521,2013,37,121,126939.24082446292
522,2013,37,41,118064.19879632484
523,2013,35,11,68214.03781154515
524,2013,37,5,113747.1508467944
525,2013,37,27,297577.1606758279
526,2013,37,35,331528.8548388925
527,2013,37,45,310225.4659462741
528,2013,37,49,307159.72118279507
529,2013,37,65,130519.95765561107
530,2013,37,77,110728.75111657783
531,2013,37,85,353725.7138746838
532,2013,37,93,124071.50995907326
533,2013,37,89,347031.73437081126
534,2013,37,95,118597.13379834843
535,2013,37,97,302360.20878707204
536,2013,37,119,416379.19457894703
537,2013,37,159,364777.6828501223
538,2013,37,181,124324.94919296094
539,2013,37,39,116252.4186664785
540,2013,37,53,103047.9590885063
541,2013,37,179,329936.8902673521
542,2013,37,193,131223.8212926938
543,2013,37,127,310056.9533652741
544,2013,37,3,107936.78580151005
545,2013,37,55,163912.56488060657
546,2013,37,185,120844.86394006295
547,2013,37,195,214873.3942552894
548,2013,37,73,101612.24828329994
549,2013,37,75,127861.51705254354
550,2013,37,115,111515.12343290908
551,2013,37,137,112774.47188450044
552,2013,37,149,102707.5055154277
553,2013,37,151,367211.1935586869
554,2013,37,169,112679.59914918641
555,2013,37,187,119348.34563807728
556,2013,37,43,104706.48938308544
557,2013,37,51,391223.6619919426
558,2013,37,81,418052.6760910316
559,2013,37,99,111231.08712931637
560,2013,37,139,120532.79251923731
561,2013,37,155,338276.11326465657
562,2013,37,173,133170.6591336036
563,2013,37,183,443175.49285673484
564,2013,37,7,97819.31414649768
565,2013,37,111,113510.84239219091
566,2013,37,69,125637.77769040065
567,2013,37,103,96599.4179667916
568,2013,37,113,116577.02560194774
569,2013,37,19,357838.65670746804
570,2013,37,175,108200.7916752106
571,2013,37,13,126027.40705320647
572,2013,37,47,109293.23063011836
573,2013,37,109,307638.6766709793
574,2013,37,123,96300.26142550196
575,2013,37,135,343628.886010084
576,2013,37,153,121628.23225641351
577,2013,37,163,104479.27126942953
578,2013,37,171,131644.361605034
579,2013,37,11,112475.56974412399
580,2013,37,21,338291.36347959226
581,2013,37,25,320122.4461555363
582,2013,37,131,101179.42280597906
583,2013,37,147,361451.473366946
584,2013,37,33,107995.93309246896
585,2013,37,59,115542.4357345758
586,2013,37,57,311610.85075676534
587,2013,37,61,101722.39420242952
588,2013,37,63,323519.6692270938
589,2013,37,91,98105.48128050684
590,2013,37,105,125149.49574343741
591,2013,37,129,336933.5940395485
592,2013,37,141,122381.83259316048
593,2013,40,41,118915.18979013646
594,2013,40,45,68748.40234101961
595,2013,40,51,113155.46657045558
596,2013,40,119,109687.59695296914
597,2013,40,125,93357.82666652065
598,2013,40,37,122035.23938225032
599,2013,40,141,67132.43244418433
600,2013,40,149,73077.24234537903
601,2013,40,33,73688.29476965427
602,2013,40,75,74871.61971409737
603,2013,40,79,102076.47306412534
604,2013,40,89,95648.95436786636
605,2013,40,93,70527.90884830047
606,2013,40,97,90015.88965854634
607,2013,40,109,418647.1254568869
608,2013,40,39,100073.26982766212
609,2013,40,85,75030.79077525306
610,2013,40,9,98187.98934852918
611,2013,40,23,93871.50552419963
612,2013,40,65,83355.01647441616
613,2013,40,81,84491.76924013441
614,2013,40,117,79783.68825644317
615,2013,40,133,92487.9162300166
616,2013,40,25,59870.91596941889
617,2013,40,11,71688.90385818467
618,2013,40,29,83667.7059565345
619,2013,40,53,68807.0169916196
620,2013,40,73,98377.41511953017
621,2013,40,87,98014.93768742116
622,2013,40,95,84624.92981639877
623,2013,40,103,76730.46611239672
624,2013,40,105,82961.72127713138
625,2013,40,131,283423.2524315571
626,2013,40,135,95754.52970802673
627,2013,40,3,70393.42854196456
628,2013,40,151,70879.36774365067
629,2013,40,27,318327.9115901043
630,2013,40,107,83945.75934809502
631,2013,40,5,87460.81140722473
632,2013,37,191,315548.617892155
633,2013,41,61,112688.42119388124
634,2013,41,47,383884.75062142225
635,2013,41,19,316622.1082728224
636,2013,41,31,117036.9284237945
637,2013,41,53,288333.74022612814
638,2013,41,17,347591.7951257366
639,2013,41,43,347381.6508604837
640,2013,41,71,295660.2963069793
641,2013,41,1,116713.11613003243
642,2013,41,35,127234.8300528374
643,2013,41,41,118988.44685472955
644,2013,41,3,173655.4402073354
645,2013,41,13,130907.0199187125
646,2013,41,55,97872.57793380534
647,2013,41,25,119811.0194808806
648,2013,41,45,113162.71404859297
649,2013,41,63,117980.75411027038
650,2013,41,69,89576.85361912275
651,2013,41,49,102241.39460146133
652,2013,41,11,125440.27159837075
653,2013,37,83,123463.88531955144
654,2013,37,1,353795.37155221833
655,2013,37,177,131848.45544327222
656,2013,38,89,95305.85674676536
657,2013,38,103,64824.463073737694
658,2013,38,13,61224.57395274066
659,2013,38,61,69233.18704049809
660,2013,38,105,94125.29274009519
661,2013,38,7,86384.25820431148
662,2013,38,43,64733.571509077214
663,2013,38,19,62464.60794669923
664,2013,38,37,62318.971233326716
665,2013,38,49,68006.7883174159
666,2013,38,91,62032.55394185709
667,2013,38,5,71356.08605799582
668,2013,38,45,61329.81355170115
669,2013,38,59,93997.96256414076
670,2013,38,25,82244.07286871063
671,2013,38,51,66954.39109616345
672,2013,38,63,59093.106949601664
673,2013,38,79,114122.33828849377
674,2013,38,99,72713.82879182136
675,2013,38,9,69420.92169051223
676,2013,38,3,74637.78901073294
677,2013,38,35,100002.07711518464
678,2013,38,53,92582.77074283065
679,2013,38,55,93140.66616063446
680,2013,38,69,66839.09515613686
681,2013,38,75,56780.25792223731
682,2013,38,11,86422.88824316415
683,2013,38,15,272810.40558295185
684,2013,38,47,62892.04233961864
685,2013,38,65,74703.57270390689
686,2013,38,93,88161.03426137027
687,2013,38,71,72170.59686248137
688,2013,38,31,62431.303127976294
689,2013,38,39,62697.03830885413
690,2013,37,165,116900.96918913786
691,2013,37,189,109116.79886995163
692,2013,38,83,64242.279819023985
693,2013,38,87,62193.61705867745
694,2013,39,159,111575.80715898203
695,2013,39,131,119572.89859089168
696,2013,39,125,88068.2665856534
697,2013,39,61,420281.80720084073
698,2013,39,49,483221.88281773566
699,2013,39,101,99410.33638787517
700,2013,39,157,306994.2930340178
701,2013,39,169,335610.32124571723
702,2013,39,15,126512.18762855646
703,2013,39,17,335941.0564427032
704,2013,39,67,87367.54799811385
705,2013,39,83,110728.75111657783
706,2013,39,89,294106.61617359926
707,2013,39,139,365987.1644100042
708,2013,39,163,96719.91383595002
709,2013,39,19,105289.12158997025
710,2013,39,63,286433.0855467356
711,2013,39,39,115970.58529238534
712,2013,39,71,117087.92929135649
713,2013,39,69,118162.10714136239
714,2013,39,81,130373.4150155111
715,2013,39,133,299828.48198077624
716,2013,39,137,103615.7856306269
717,2013,39,13,109945.42717889618
718,2013,39,27,126569.40360335648
719,2013,39,47,111187.81886192744
720,2013,39,127,98049.78255755648
721,2013,39,129,110604.63981808937
722,2013,39,97,107959.70330478757
723,2013,39,119,305326.44298099715
724,2013,39,143,119300.42464407615
725,2013,39,161,87709.8954245843
726,2013,39,167,127620.04298827206
727,2013,39,11,106277.94611721774
728,2013,39,37,117606.2954866059
729,2013,39,123,126886.82334633802
730,2013,39,65,90995.78497827692
731,2013,39,79,97508.32894387633
732,2013,39,77,124823.25804323742
733,2013,39,9,127110.40874719383
734,2013,39,1,116616.62010870474
735,2013,39,103,303389.0586545629
736,2013,39,95,444091.44962947606
737,2013,39,121,95876.82724545817
738,2013,39,147,103389.45814461373
739,2013,39,151,334499.208291751
740,2013,39,31,101994.71284623563
741,2013,39,41,307301.7956796257
742,2013,39,55,329759.5712686177
743,2013,39,73,106611.5790917688
744,2013,39,85,328706.55973306106
745,2013,39,141,271941.07358510926
746,2013,39,35,459189.39497174195
747,2013,39,75,93722.73450761902
748,2013,39,109,335209.6600893476
749,2013,39,25,324378.59393197944
750,2013,39,45,294469.36649435386
751,2013,39,111,100695.88177076522
752,2013,39,155,341323.72430417634
753,2013,39,173,341955.3228482883
754,2013,39,5,116617.03923720006
755,2013,40,43,67957.04365194969
756,2013,40,59,64486.29492584969
757,2013,40,83,107536.87224634617
758,2013,40,143,414132.56142942497
759,2013,40,147,115141.57217145558
760,2013,40,57,36429.59549593012
761,2013,40,61,93534.89945611212
762,2013,40,111,90758.20043972062
763,2013,40,113,87366.20417494336
764,2013,40,67,79656.94758400774
765,2013,40,47,91342.16609367002
766,2013,40,49,77314.3786591119
767,2013,40,121,95392.1556618148
768,2013,40,123,94438.57943041988
769,2013,40,129,64781.31690118115
770,2013,40,153,96705.34268694629
771,2013,40,21,119052.2409162508
772,2013,30,73,87670.68681060788
773,2013,30,111,286489.7285731625
774,2013,30,63,298214.68128219945
775,2013,30,81,109387.87851857499
776,2013,30,105,80904.57869074073
777,2013,30,13,287072.0867873944
778,2013,30,27,97381.28007489661
779,2013,30,33,86367.81785058531
780,2013,30,61,104884.386725826
781,2013,30,69,64478.98282922848
782,2013,30,77,94125.05878257507
783,2013,30,89,117781.98473070753
784,2013,30,109,85130.08235873483
785,2013,30,31,279376.35967167496
786,2013,30,59,91446.35147425723
787,2013,30,9,94468.32631034938
788,2013,30,1,90147.79288876962
789,2013,30,29,308617.44797971775
790,2013,30,65,96800.77990711638
791,2013,31,83,63645.46849658736
792,2013,31,185,96828.07809406132
793,2013,31,19,95076.85439088712
794,2013,31,37,71958.38616233677
795,2013,31,87,63016.56585036675
796,2013,31,141,99544.74365457773
797,2013,31,143,64614.82554427746
798,2013,31,13,76628.51953999464
799,2013,31,17,68436.85467340687
800,2013,31,161,68812.50808835251
801,2013,31,109,342912.453839489
802,2013,31,129,60497.73288277283
803,2013,31,7,69775.62777430002
804,2013,31,63,69126.6511205763
805,2013,31,55,402953.8987645099
806,2013,31,147,68400.05425814321
807,2013,31,151,71370.23982929914
808,2013,31,173,83536.5729491244
809,2013,31,177,94099.49528751327
810,2013,31,31,66647.51572378426
811,2013,31,53,100349.96147690712
812,2013,31,69,61448.207999955295
813,2013,31,123,68090.46330527375
814,2013,31,127,72161.05762283229
815,2013,31,171,63104.990336100534
816,2013,31,43,106258.5774589161
817,2013,31,3,70929.81088200212
818,2013,31,29,62332.04906990668
819,2013,31,35,68564.3186239595
820,2013,31,41,72876.87545697259
