,year,state_fips_code,county_fips_code,pred_grams_hydro
137,2013,13,55,31819.557005684353
138,2013,13,73,186563.0768484697
139,2013,13,115,190591.06473799533
140,2013,13,117,196560.99975670385
141,2013,13,147,203832.58981402987
142,2013,13,185,203770.16856586942
143,2013,13,199,29125.50723712758
144,2013,13,237,199395.72901658903
145,2013,13,261,35661.69257591646
146,2013,13,301,27884.201998008117
147,2013,13,7,27480.196403735317
148,2013,13,35,196548.59157072238
149,2013,13,43,29248.803380965794
150,2013,13,45,197474.4171524287
151,2013,13,99,29883.087906260756
152,2013,13,81,32977.537473437376
153,2013,13,77,186436.4171204697
154,2013,13,67,215029.25164024308
155,2013,13,83,192335.076247089
156,2013,13,317,29166.75938007453
157,2013,13,27,48775.140315049124
158,2013,13,129,191873.0776917474
159,2013,13,105,31888.020145815066
160,2013,13,165,28485.421280036076
161,2013,13,217,191642.38738886968
162,2013,13,133,200718.34214389394
163,2013,13,71,50364.90217554812
164,2013,13,85,196636.09832992725
165,2013,13,63,80021.5113734788
166,2013,13,139,199652.78720963627
167,2013,15,3,209858.12677038216
168,2013,15,9,183902.28838729355
169,2013,16,71,200050.0756215657
170,2013,16,45,204958.91280915574
171,2013,16,85,188452.1218374298
172,2013,16,3,198050.97649250098
173,2013,19,193,72043.84198423912
174,2013,19,97,190331.7721129517
175,2013,19,111,37994.3666603576
176,2013,19,181,184006.63099191527
177,2013,19,149,196159.61094517677
178,2013,19,41,93413.14059049141
179,2013,19,55,194949.33202582222
180,2013,19,185,8424.373431560341
181,2013,19,163,186891.33723303446
182,2013,20,181,6921.1048105510545
183,2013,20,193,7327.1840523234105
184,2013,20,127,7620.071606605134
185,2013,20,163,8327.695658956847
186,2013,20,25,4858.5825119462115
187,2013,20,77,7192.616750475862
188,2013,20,111,36240.136480807996
189,2013,20,145,19120.33570323605
190,2013,20,33,5003.227974150415
191,2013,20,63,5797.845624116254
192,2013,20,79,190745.76527453228
193,2013,20,69,93836.74524629077
194,2013,20,17,5918.163042862322
195,2013,20,67,27131.335914726624
196,2013,20,109,5807.6420555662535
197,2013,20,149,196014.82392284824
198,2013,20,15,185910.83376917514
199,2013,20,169,190076.09048113704
200,2013,20,197,188705.64038135373
201,2013,13,113,184476.58821214683
202,2013,20,207,8996.322307182267
203,2013,20,141,8296.121808001104
204,2013,20,55,193952.60013302998
205,2013,20,97,27124.333586427663
206,2013,20,201,8345.652153378638
207,2013,20,129,6878.830025970894
208,2013,20,9,28909.286110993628
209,2013,20,43,7240.251561451203
210,2013,20,101,4455.098372911614
211,2013,20,115,8593.122151277545
212,2013,20,13,26458.508306487565
213,2013,20,161,208172.0512696287
214,2013,20,41,103074.63155040985
215,2013,21,79,206205.3706894557
216,2013,21,37,186846.71614706772
217,2013,21,81,202376.658327799
218,2013,21,141,32352.122893277457
219,2013,21,167,205564.90051282727
220,2013,17,9,27540.73296966984
221,2013,17,123,26598.617468762783
222,2013,17,21,35332.52523576574
223,2013,17,77,68222.89514470026
224,2013,17,181,29763.377399710123
225,2013,17,165,29983.8626690479
226,2013,17,195,53484.790667197536
227,2013,17,37,191532.62586636774
228,2013,17,79,8459.004682442375
229,2013,17,197,215392.17465262502
230,2013,17,41,27976.49716195787
231,2013,17,61,9303.448271321806
232,2013,17,69,8353.762180556649
233,2013,17,95,54712.285885954385
234,2013,17,127,27814.87483692811
235,2013,17,89,216993.1404957859
236,2013,6,73,282210.1649688595
237,2013,6,107,230595.65224255732
238,2013,6,113,189113.57203434594
239,2013,6,23,199839.5939105954
240,2013,6,57,187746.08962830305
241,2013,6,3,190019.14918437225
242,2013,6,39,197971.99456710488
243,2013,6,45,192091.866164162
244,2013,6,87,197043.6735963903
245,2013,6,105,197009.06301305664
246,2013,6,37,512581.9494980598
247,2013,6,65,242521.6968318115
248,2013,6,71,235734.38898243062
249,2013,6,85,228200.9461216501
250,2013,6,41,207136.06403360382
251,2013,6,61,214818.8467942134
252,2013,6,93,204492.95184421793
253,2013,6,89,193822.4359681049
254,2013,6,95,213431.17450042465
255,2013,6,15,201727.38850475886
256,2013,6,21,196924.37450670757
257,2013,6,7,193268.10638023817
258,2013,6,63,195762.90750858904
259,2013,6,79,198889.67911444738
260,2013,6,29,236944.82873799052
261,2013,6,111,216433.39349454883
262,2013,6,9,183613.084210288
263,2013,6,81,212599.98864238217
264,2013,6,109,184800.71385017037
265,2013,6,5,194823.51375903212
266,2013,8,95,200710.2153025939
267,2013,8,31,223644.284723956
268,2013,8,61,4464.826473203577
269,2013,8,9,6911.6288693101005
270,2013,8,47,190020.62974466372
271,2013,8,63,200709.0692452606
272,2013,8,51,193026.63669570588
273,2013,8,59,213920.23374454305
274,2013,8,91,195005.1292589895
275,2013,8,103,201037.736107651
276,2013,8,123,213428.85809633625
277,2013,8,21,193757.11261924333
278,2013,8,23,27278.32514202669
279,2013,8,67,182021.42139017518
280,2013,8,81,196383.323505551
281,2013,8,105,200867.71388305665
282,2013,8,11,27469.91258853594
283,2013,8,25,27306.63950748532
284,2013,8,111,196463.7077362472
285,2013,8,57,198711.71737667854
286,2013,8,75,202816.25099444468
287,2013,8,83,205876.9664665144
288,2013,8,119,197053.8678896787
289,2013,8,13,209858.08572733626
290,2013,8,71,199703.3373830566
291,2013,8,73,195565.5654315446
292,2013,8,107,192450.83302307848
293,2013,8,3,201867.15707638394
294,2013,8,19,190228.76274886314
295,2013,8,43,203436.1082842756
296,2013,17,179,186488.47279196966
297,2013,8,35,207751.49533460382
298,2013,8,37,182912.5981638523
299,2013,8,101,199598.60796407156
300,2013,8,85,193141.70853900898
301,2013,8,87,200638.5995070273
302,2013,8,93,192128.80192687872
303,2013,8,109,200308.36718452917
304,2013,8,77,187701.6448253287
305,2013,8,99,29348.758806527294
306,2013,8,53,190589.02088317453
307,2013,8,41,218557.83575434305
308,2013,8,121,190006.1908432865
309,2013,8,49,192128.80192687872
310,2013,8,5,216702.59930954303
311,2013,8,89,29017.901843864598
312,2013,8,14,182797.84676104478
313,2013,10,3,217343.13617384303
314,2013,10,5,193301.17505369146
315,2013,10,1,188088.00017755825
316,2013,11,1,188796.20655432914
317,2013,9,9,209507.43900488588
318,2013,9,5,184501.3095214697
319,2013,9,3,214195.62962234303
320,2013,9,11,197626.11733939353
321,2013,9,13,182992.4337521802
322,2013,9,1,209453.35545668215
323,2013,12,31,232417.28621085605
324,2013,12,7,133201.89184824028
325,2013,12,19,186243.23712029346
326,2013,12,67,195969.17330367144
327,2013,12,89,186832.15422256774
328,2013,12,103,224351.10407690602
329,2013,12,111,223528.32989708107
330,2013,12,51,38898.33062768013
331,2013,12,61,196997.49816742868
332,2013,12,99,214888.14827827257
333,2013,12,109,195796.48271102674
334,2013,12,86,294864.96089724294
335,2013,12,35,194924.190299662
336,2013,12,37,201480.73510658916
337,2013,12,47,28846.545366085797
338,2013,12,39,197474.33200901982
339,2013,12,59,28687.6125324102
340,2013,12,71,230921.1969575561
341,2013,12,83,226110.0330052368
342,2013,12,21,209397.93261073626
343,2013,12,93,107805.85819930103
344,2013,12,101,228679.19746346708
345,2013,12,55,73408.08109776853
346,2013,12,121,51661.37014072975
347,2013,12,27,35124.37294379466
348,2013,12,13,30104.572311610315
349,2013,12,23,183867.84926981715
350,2013,12,29,28859.94831797931
351,2013,12,107,68038.56843582069
352,2013,12,125,27480.86432636961
353,2013,12,81,222998.33174350485
354,2013,12,75,47320.42176597413
355,2013,12,3,196080.42357289873
356,2013,12,127,229873.9469249671
357,2013,12,73,211786.7757634826
358,2013,12,79,30356.86750699867
359,2013,12,77,26209.93320469641
360,2013,12,119,195448.95772476203
361,2013,29,195,34788.02301646849
362,2013,29,227,5692.166477629731
363,2013,29,79,8457.07057099168
364,2013,29,141,194191.14399338036
365,2013,29,179,8936.327661126636
366,2013,29,189,211491.63725949303
367,2013,29,209,201936.04997707854
368,2013,29,9,127031.62973328214
369,2013,29,19,198232.72489106204
370,2013,29,51,186788.11230406776
371,2013,29,55,81877.85934859066
372,2013,29,93,9846.563357570567
373,2013,29,117,12420.994272781587
374,2013,29,135,193135.72234493832
375,2013,29,155,28781.708617621563
376,2013,29,159,48703.487984034524
377,2013,29,203,10322.018126639061
378,2013,29,175,29996.765621984312
379,2013,29,69,35776.97404539861
380,2013,29,71,193418.07324019537
381,2013,29,89,8345.65452138275
382,2013,29,95,235591.6358663561
383,2013,29,131,195897.09845341186
384,2013,29,171,21443.309355117744
385,2013,29,213,192040.5922418776
386,2013,29,21,190494.63975478002
387,2013,29,25,8397.19482692111
388,2013,29,37,186391.79603450306
389,2013,29,49,196716.84084207844
390,2013,29,59,32391.66450097783
391,2013,29,85,12681.034651385751
392,2013,29,113,190823.55292618196
393,2013,29,137,8036.353145617073
394,2013,29,145,135907.78207674698
395,2013,29,163,27823.68410634451
396,2013,29,183,215187.98442343352
397,2013,29,31,195226.88423769537
398,2013,29,205,8473.73581893803
399,2013,29,225,196270.39767361895
400,2013,29,65,12580.00695211561
401,2013,29,5,8523.557004283673
402,2013,29,13,14598.730369106592
403,2013,29,15,90914.71424902954
404,2013,29,35,10521.724733600999
405,2013,29,57,7577.254081887218
406,2013,29,115,8801.279255201862
407,2013,29,91,47834.99015637268
408,2013,29,101,188930.77879283705
409,2013,29,105,40664.07090771593
410,2013,29,125,193093.18239458185
411,2013,29,161,199580.5410308924
412,2013,29,165,186101.01315968073
413,2013,29,187,61056.27986674344
414,2013,29,510,213422.37951425664
415,2013,29,3,194414.80520381822
416,2013,29,23,55081.81481706763
417,2013,29,33,8347.853418040126
418,2013,29,61,72691.13358711013
419,2013,29,87,8365.046654732809
420,2013,29,181,12516.676297420783
421,2013,29,219,195705.83592742146
422,2013,29,221,31941.306597020986
423,2013,29,43,186832.15422256774
424,2013,29,63,195831.54368900438
425,2013,29,81,8726.131791681211
426,2013,29,107,190062.44070567482
427,2013,29,1,51585.19701111091
428,2013,29,199,8363.836865625824
429,2013,29,211,27377.459888619218
430,2013,29,45,8488.01541750633
431,2013,29,97,73570.300054174
432,2013,29,111,8247.727053023951
433,2013,29,119,30417.062197012365
434,2013,29,157,197410.3912186295
435,2013,29,167,196018.05964336122
436,2013,29,177,193614.28742134265
437,2013,30,41,200939.3364993557
438,2013,30,15,195927.7102730421
439,2013,30,53,200724.0145535563
440,2013,30,67,198528.09572656656
441,2013,30,103,4873.817624493687
442,2013,30,5,27842.806107584503
443,2013,30,97,198019.5576722324
444,2013,30,99,198395.03660943176
445,2013,30,79,4114.036218253308
446,2013,30,35,27389.687985742898
447,2013,30,25,117616.0847267144
448,2013,30,37,5028.62401688768
449,2013,30,93,203614.9153269452
450,2013,30,95,193854.24555229515
451,2013,30,43,190305.2432388222
452,2013,30,39,202457.18587740097
453,2013,30,107,5756.3670081580585
454,2013,30,57,192814.92236390267
455,2013,30,91,190473.7551148789
456,2013,30,11,4151.678438527266
457,2013,30,3,30800.953070907406
458,2013,30,47,199363.24762394518
459,2013,30,49,185896.27894714187
460,2013,35,27,200258.4411653557
461,2013,29,127,51348.70814397078
462,2013,29,151,193818.5978773163
463,2013,35,5,66041.78173495625
464,2013,35,25,68205.08476158265
465,2013,35,49,185367.50432215826
466,2013,35,59,27253.970996559725
467,2013,35,51,28418.724643045716
468,2013,35,53,202799.95671959806
469,2013,35,41,197047.96407040156
470,2013,35,13,213123.71400877158
471,2013,35,28,192417.00437097743
472,2013,35,39,204970.59200231114
473,2013,35,47,196309.3557745456
474,2013,35,61,196621.25901349532
475,2013,35,57,79553.95058104087
476,2013,35,1,231345.17208855608
477,2013,35,35,73146.1699822629
478,2013,35,6,32816.75748680958
479,2013,35,19,27469.91258853594
480,2013,35,3,202970.51139552976
481,2013,36,5,262195.28368949896
482,2013,36,67,217257.64647890098
483,2013,36,19,186180.68469213558
484,2013,36,99,31765.850739375837
485,2013,36,79,183366.30410215224
486,2013,36,43,56664.79035015192
487,2013,36,69,186391.79603450306
488,2013,36,101,76926.78133248501
489,2013,36,41,194291.49371005612
490,2013,36,13,76830.39211401907
491,2013,36,47,297242.34183143533
492,2013,36,107,129045.52131443212
493,2013,36,73,42880.4142779476
494,2013,36,91,184703.8517114697
495,2013,36,21,181745.65101612863
496,2013,36,49,90980.28304524139
497,2013,36,119,210835.75940468215
498,2013,36,25,207088.8834637598
499,2013,36,57,63486.22436954717
500,2013,36,85,209247.90607695625
501,2013,36,89,78426.82933101841
502,2013,36,109,190270.81713190305
503,2013,36,113,190016.89502892864
504,2013,36,23,110678.23227336736
505,2013,36,27,194885.38105227062
506,2013,36,55,220184.49352310773
507,2013,36,65,192191.47466023208
508,2013,36,111,181858.17658150307
509,2013,36,15,69349.40672432138
510,2013,36,51,187408.8951642777
511,2013,36,77,189589.96623335464
512,2013,36,39,185701.51752980877
513,2013,36,1,200000.910972903
514,2013,36,3,49722.31963554162
515,2013,36,9,69250.42183243319
516,2013,36,53,191598.22254856778
517,2013,36,93,185672.02934750303
518,2013,36,37,96508.38227119521
519,2013,36,123,190555.6811696709
520,2013,37,79,29783.146398105393
521,2013,37,121,193298.13369250932
522,2013,37,41,202307.05143678468
523,2013,35,11,4612.760364346319
524,2013,37,5,202305.54608729
525,2013,37,27,119086.19399493851
526,2013,37,35,196743.61635892864
527,2013,37,45,118250.34041515093
528,2013,37,49,194606.482392162
529,2013,37,65,55898.29349437816
530,2013,37,77,190338.3358745954
531,2013,37,85,198233.71413902869
532,2013,37,93,190685.61094291243
533,2013,37,89,195300.83312949535
534,2013,37,95,27446.433294013677
535,2013,37,97,191082.0720724606
536,2013,37,119,219810.4940499077
537,2013,37,159,200878.38787236201
538,2013,37,181,47977.573543323706
539,2013,37,39,203731.9887142144
540,2013,37,53,197375.89898587845
541,2013,37,179,199367.25508002675
542,2013,37,193,190451.40425676937
543,2013,37,127,188743.33967382868
544,2013,37,3,207282.6359457523
545,2013,37,55,182109.31399924765
546,2013,37,185,30973.536643419287
547,2013,37,195,188595.08930412855
548,2013,37,73,200082.52022054011
549,2013,37,75,200964.06293146018
550,2013,37,115,206350.98873816058
551,2013,37,137,200606.40228175686
552,2013,37,149,200273.40438502724
553,2013,37,151,198109.19194726198
554,2013,37,169,188786.76260591764
555,2013,37,187,30669.672346665036
556,2013,37,43,199915.99797760206
557,2013,37,51,223528.32989708107
558,2013,37,81,236391.8415486561
559,2013,37,99,204722.2743521077
560,2013,37,139,202929.17945757564
561,2013,37,155,75152.8000451796
562,2013,37,173,201011.89305455628
563,2013,37,183,210250.431290543
564,2013,37,7,32227.705271198418
565,2013,37,111,66184.64718959817
566,2013,37,69,197392.65750249533
567,2013,37,103,26558.523174931397
568,2013,37,113,205164.20748950896
569,2013,37,19,196233.110394462
570,2013,37,175,203621.33346045454
571,2013,37,13,187748.00003316702
572,2013,37,47,60933.40625292453
573,2013,37,109,194144.39514716205
574,2013,37,123,33068.35908070516
575,2013,37,135,183740.19819633447
576,2013,37,153,57036.85878364799
577,2013,37,163,65292.56925346
578,2013,37,171,190235.52124120403
579,2013,37,11,202498.55243115575
580,2013,37,21,209816.43065353966
581,2013,37,25,193443.78451632487
582,2013,37,131,30908.680237948116
583,2013,37,147,206938.79161152866
584,2013,37,33,32686.37520102096
585,2013,37,59,189261.36208244108
586,2013,37,57,201901.746238262
587,2013,37,61,65885.9907367181
588,2013,37,63,215301.27322443432
589,2013,37,91,31707.474252451164
590,2013,37,105,195304.47164702867
591,2013,37,129,203185.3236557286
592,2013,37,141,191487.8648442037
593,2013,40,41,102233.48787303237
594,2013,40,45,7101.716122692587
595,2013,40,51,135566.28637718494
596,2013,40,119,197190.8994172694
597,2013,40,125,66431.4434478912
598,2013,40,37,118474.17458335418
599,2013,40,141,25907.94791436189
600,2013,40,149,26422.3776945661
601,2013,40,33,27421.78857604666
602,2013,40,75,27315.19745692641
603,2013,40,79,52218.8968670121
604,2013,40,89,35540.28805498536
605,2013,40,93,25767.033142077453
606,2013,40,97,49988.672597712604
607,2013,40,109,233321.3690402561
608,2013,40,39,196000.56872932852
609,2013,40,85,26284.621947838288
610,2013,40,9,50502.90553643546
611,2013,40,23,32748.62447745055
612,2013,40,65,27841.381985910397
613,2013,40,81,34637.71879682489
614,2013,40,117,28376.51422395456
615,2013,40,133,31960.25643562772
616,2013,40,25,4623.032801707734
617,2013,40,11,26168.77678668805
618,2013,40,29,27382.916800922998
619,2013,40,53,7101.716122692587
620,2013,40,73,190782.70584161166
621,2013,40,87,197696.04353729304
622,2013,40,95,28684.16780483675
623,2013,40,103,26428.985681135833
624,2013,40,105,26558.523174931397
625,2013,40,131,186786.89812980304
626,2013,40,135,49159.12039021792
627,2013,40,3,27244.174565109726
628,2013,40,151,25964.654761345504
629,2013,40,27,214264.77699573434
630,2013,40,107,29826.803768257316
631,2013,40,5,28926.885397005433
632,2013,37,191,167200.57895165158
633,2013,41,61,202073.15845531438
634,2013,41,47,222470.22767878103
635,2013,41,19,196700.466735162
636,2013,41,31,200180.0246093321
637,2013,41,53,187522.7094835678
638,2013,41,17,187639.3558789606
639,2013,41,43,195819.9059201287
640,2013,41,71,187976.41542186777
641,2013,41,1,201643.0256085557
642,2013,41,35,195958.176738362
643,2013,41,41,188741.9516873812
644,2013,41,3,189636.67532989534
645,2013,41,13,202005.1962714278
646,2013,41,55,199291.8395915674
647,2013,41,25,190312.10014062273
648,2013,41,45,203195.9404096061
649,2013,41,63,198246.75255170034
650,2013,41,69,199683.08838510074
651,2013,41,49,200514.77193432127
652,2013,41,11,196501.19698729392
653,2013,37,83,53817.52635196127
654,2013,37,1,196951.653541462
655,2013,37,177,101294.8723650848
656,2013,38,89,245846.64421845335
657,2013,38,103,8094.85008315271
658,2013,38,13,4541.04093264181
659,2013,38,61,29381.941198826615
660,2013,38,105,246176.2178983181
661,2013,38,7,188140.94805861238
662,2013,38,43,4554.4937784925305
663,2013,38,19,5531.018542977193
664,2013,38,37,4799.278079200554
665,2013,38,49,8307.615412307468
666,2013,38,91,4520.1894844805665
667,2013,38,5,28661.21655669976
668,2013,38,45,7828.0230020136505
669,2013,38,59,196228.10135167255
670,2013,38,25,90539.46927173401
671,2013,38,51,5017.71202837545
672,2013,38,63,5505.795385048682
673,2013,38,79,27644.234622729487
674,2013,38,99,27073.651469915894
675,2013,38,9,7265.115391485103
676,2013,38,3,7068.737651807031
677,2013,38,35,189951.0535086037
678,2013,38,53,246207.95465049465
679,2013,38,55,191866.30847391166
680,2013,38,69,7587.695970121537
681,2013,38,75,4726.6044615613555
682,2013,38,11,237189.89786558357
683,2013,38,15,237569.85189245403
684,2013,38,47,4649.173959622224
685,2013,38,65,6776.142818652998
686,2013,38,93,30604.449310588803
687,2013,38,71,27340.98159443903
688,2013,38,31,5531.018542977193
689,2013,38,39,4750.029373937559
690,2013,37,165,40707.39889617874
691,2013,37,189,200350.55256564103
692,2013,38,83,4010.939588503497
693,2013,38,87,4407.437524882629
694,2013,39,159,185389.89505675287
695,2013,39,131,35201.924773189836
696,2013,39,125,29699.650557514735
697,2013,39,61,227657.39012405605
698,2013,39,49,221693.9611898469
699,2013,39,101,63703.66268918783
700,2013,39,157,179956.0659294019
701,2013,39,169,194119.15940719534
702,2013,39,15,181776.79684339452
703,2013,39,17,222410.9837612818
704,2013,39,67,12083.388176954708
705,2013,39,83,190431.14652259537
706,2013,39,89,187040.09780703444
707,2013,39,139,85439.98782256889
708,2013,39,163,12136.81623999669
709,2013,39,19,197915.20973767948
710,2013,39,63,191096.11989839532
711,2013,39,39,107478.16067982034
712,2013,39,71,60352.917417640834
713,2013,39,69,188297.45484868082
714,2013,39,81,69013.0722430461
715,2013,39,133,192859.36990083446
716,2013,39,137,196021.60539207843
717,2013,39,13,66512.24311491364
718,2013,39,27,200910.70257575228
719,2013,39,47,107321.57137463095
720,2013,39,127,38850.767774865075
721,2013,39,129,185880.00088538195
722,2013,39,97,188312.4596367324
723,2013,39,119,161259.33302320694
724,2013,39,143,188300.79784887168
725,2013,39,161,27403.10498552146
726,2013,39,167,159394.58346692892
727,2013,39,11,186163.4551793175
728,2013,39,37,184521.99530784585
729,2013,39,123,186269.18569301453
730,2013,39,65,34309.11187275799
731,2013,39,79,38948.51742362591
732,2013,39,77,185729.6381545124
733,2013,39,9,204255.49540883605
734,2013,39,1,38306.02655349826
735,2013,39,103,186167.6995049935
736,2013,39,95,199084.99316828317
737,2013,39,121,26919.274702430066
738,2013,39,147,54826.18247630151
739,2013,39,151,234177.7230895171
740,2013,39,31,39221.92693301657
741,2013,39,41,188109.9973609706
742,2013,39,55,182947.68339350304
743,2013,39,73,197779.05246800068
744,2013,39,85,211243.98525102672
745,2013,39,141,187885.97418599666
746,2013,39,35,225705.26565867255
747,2013,39,75,199206.05231726996
748,2013,39,109,186696.44639806772
749,2013,39,25,186316.62627159347
750,2013,39,45,186436.4171204697
751,2013,39,111,12751.214170536063
752,2013,39,155,75846.2507355371
753,2013,39,173,187611.10392003448
754,2013,39,5,195477.384365437
755,2013,40,43,7101.716122692587
756,2013,40,59,7101.716122692587
757,2013,40,83,199411.84849331528
758,2013,40,143,231871.82555855613
759,2013,40,147,183368.76098362167
760,2013,40,57,27054.087311727242
761,2013,40,61,27702.651867517354
762,2013,40,111,49297.62134593532
763,2013,40,113,55974.35668427893
764,2013,40,67,27252.047268411596
765,2013,40,47,67376.72579629389
766,2013,40,49,30559.00044091911
767,2013,40,121,56379.189044231156
768,2013,40,123,44382.44291561977
769,2013,40,129,6834.889041553526
770,2013,40,153,87426.24952139039
771,2013,40,21,70528.72481460602
772,2013,30,73,27665.529096697377
773,2013,30,111,190678.1272488364
774,2013,30,63,192125.16285579535
775,2013,30,81,190101.48992958252
776,2013,30,105,38766.884871748734
777,2013,30,13,195256.79121099535
778,2013,30,27,193881.43053801518
779,2013,30,33,192162.5592956491
780,2013,30,61,198354.12247550098
781,2013,30,69,5022.164339164575
782,2013,30,77,199646.1407632354
783,2013,30,89,200534.8716421068
784,2013,30,109,25615.671749260655
785,2013,30,31,183565.46704153446
786,2013,30,59,193919.7187988489
787,2013,30,9,196778.25376410605
788,2013,30,1,199347.52064523936
789,2013,30,29,196430.53240429534
790,2013,30,65,92456.42356296668
791,2013,31,83,8063.439279829411
792,2013,31,185,161327.51881853543
793,2013,31,19,197748.0514292085
794,2013,31,37,26176.084103667745
795,2013,31,87,5807.6420555662535
796,2013,31,141,190190.80754780833
797,2013,31,143,7867.73423857275
798,2013,31,13,29164.3000579129
799,2013,31,17,6460.485997391251
800,2013,31,161,19067.207068751533
801,2013,31,109,220571.0626047363
802,2013,31,129,8296.121808001104
803,2013,31,7,4370.254960223763
804,2013,31,63,5531.018542977193
805,2013,31,55,223003.62620320774
806,2013,31,147,7283.378010403316
807,2013,31,151,28142.055380998067
808,2013,31,173,27815.653016195487
809,2013,31,177,197473.56005782224
810,2013,31,31,7123.00615844895
811,2013,31,53,197751.540167781
812,2013,31,69,4799.278079200554
813,2013,31,123,7101.716122692587
814,2013,31,127,7590.789465876823
815,2013,31,171,4489.27291256399
816,2013,31,43,50119.9547758415
817,2013,31,3,8357.145757685
818,2013,31,29,6996.409919911548
819,2013,31,35,7172.536503826483
820,2013,31,41,8968.308735435483
