,year,FIPS_CODE,pred_qty_hydro
0,2006,1001,16471.22348180545
1,2006,1003,66075.5308130083
2,2006,1005,3081.0492724623673
3,2006,1015,2882.767073664634
4,2006,1017,6792.3604628710655
5,2006,1023,2233.0653268913757
6,2006,1025,11979.91964584732
7,2006,1037,3226.2532179121936
8,2006,1041,1069.0417093850865
9,2006,1043,5057.614175308487
10,2006,1047,11013.239000209202
11,2006,1049,4845.701088413449
12,2006,1051,33647.12592288229
13,2006,1053,6748.490745990819
14,2006,1055,5434.694532512449
15,2006,1059,7567.087902784255
16,2006,1061,1634.155273267048
17,2006,1063,4298.397769993999
18,2006,1065,82995.98918084937
19,2006,1069,2210.474852498539
20,2006,1071,6318.9166255074215
21,2006,1073,46780.486535162694
22,2006,1077,1476.2344051073142
23,2006,1079,30068.951600439934
24,2006,1081,2546.9793682332947
25,2006,1083,3368.667030540948
26,2006,1085,6438.593065011313
27,2006,1087,1111.891543154854
28,2006,1089,37331.46333923623
29,2006,1091,4546.135286732579
30,2006,1093,8097.700391200468
31,2006,1095,5348.49348918774
32,2006,1097,1073.9115445473235
33,2006,1099,5795.804999690581
34,2006,1101,3070.4517963332746
35,2006,1103,2710.9345108134603
36,2006,1105,1179.047945269549
37,2006,1107,5627.628467854469
38,2006,1109,4326.485192415099
39,2006,1111,6217.451369340733
40,2006,1113,7776.837098064532
41,2006,1115,11081.79639420198
42,2006,1117,6805.938017148439
43,2006,1119,3576.6757464363345
44,2006,1121,7511.660607917242
45,2006,1123,49601.40402196819
46,2006,1125,3419.579633008694
47,2006,1127,4175.481698709978
48,2006,1129,1809.9756040498232
49,2006,1131,7012.177807309143
50,2006,1133,6998.879580156097
51,2006,2013,6135.382561791541
52,2006,2016,10077.014109318954
53,2006,2020,6756.935992219393
54,2006,2050,5237.758281338201
55,2006,2068,4557.0090855461
56,2006,2090,6551.432033425854
57,2006,2100,40823.86222211536
58,2006,2110,12053.444784216985
59,2006,2122,5810.715463185146
60,2006,2130,4386.720894745538
61,2006,2150,6824.471688414664
62,2006,2170,4614.412035006228
63,2006,2185,12128.611181148079
64,2006,2188,3455.691077856247
65,2006,2220,3265.239443543176
66,2006,2240,5078.946042425889
67,2006,2261,-3315.966063515798
68,2006,4001,-695.980037051655
69,2006,4003,8275.986793130653
70,2006,4005,2971.6281946068284
71,2006,4007,39679.44961966312
72,2006,4009,68408.96882578745
73,2006,4011,12648.3382315912
74,2006,4012,6819.352891240613
75,2006,4013,4859.638214429835
76,2006,4015,2885.1894871449967
77,2006,4017,24955.9024783521
78,2006,4019,7008.259158715764
79,2006,4021,2804.8778511554756
80,2006,4023,1780.5978033906304
81,2006,4025,5385.878209256936
82,2006,4027,2168.5664545184427
83,2006,5001,12778.304632076319
84,2006,5005,5049.980342159566
85,2006,5007,19162.47515520087
86,2006,5009,6316.970502046161
87,2006,5013,2662.7740590320336
88,2006,5015,7674.440055776015
89,2006,5017,23141.516611055486
90,2006,5025,40272.16346579425
91,2006,5029,7428.292501447404
92,2006,5031,6297.834217537393
93,2006,5037,3618.0342380108505
94,2006,5039,5198.53267538794
95,2006,5047,3512.8137262698638
96,2006,5055,1313.456984877319
97,2006,5057,11178.960070606065
98,2006,5061,643.151616155299
99,2006,5063,49960.203620736735
100,2006,5067,1179.3027349372915
101,2006,5069,9039.468424842507
102,2006,5079,4537.302524595836
103,2006,5081,4507.00793932934
104,2006,5087,6480.412599661957
105,2006,5089,1241.4785169871811
106,2006,5091,1179.378313630712
107,2006,5093,7552.196161852089
108,2006,5095,3217.801724566025
109,2006,5097,1254.5291907843985
110,2006,5099,49101.33424647944
111,2006,5101,39613.05308648248
112,2006,5103,2783.1837609487684
113,2006,5107,2765.8784130540025
114,2006,5109,1975.1376791325874
115,2006,5111,2438.5969205671663
116,2006,5115,3213.0834093135945
117,2006,5117,10465.542391953406
