,year,state_fips_code,county_fips_code,pred_qty_hydro
112,2013,13,11,38710.43060467787
113,2013,13,31,78393.41774079745
114,2013,13,59,108954.25799547763
115,2013,13,61,21903.919635107428
116,2013,13,101,22305.97059173679
117,2013,13,127,88924.89116017196
118,2013,13,89,134342.51229324218
119,2013,13,143,37701.778841864376
120,2013,13,157,78371.26632861701
121,2013,13,163,26548.75493324887
122,2013,13,169,39703.63814198393
123,2013,13,181,29731.852795386952
124,2013,13,213,65101.103315348744
125,2013,13,215,115625.10406502245
126,2013,13,235,21614.41505675799
127,2013,13,241,37972.527042245696
128,2013,13,259,22782.75827877643
129,2013,13,281,21004.128767805487
130,2013,13,283,21486.421436707602
131,2013,13,287,22978.197199194256
132,2013,13,3,25585.375388599852
133,2013,13,1,26830.201640142594
134,2013,13,25,25376.179646696495
135,2013,13,17,27069.01670348564
136,2013,13,47,88606.40116608866
137,2013,13,55,30420.703159072506
138,2013,13,73,76459.8571934459
139,2013,13,115,88376.85579236978
140,2013,13,117,73061.69554958823
141,2013,13,147,41656.8782331562
142,2013,13,185,86615.16325001072
143,2013,13,199,27011.11555887895
144,2013,13,237,37103.90412309656
145,2013,13,261,28956.72776750522
146,2013,13,301,21749.816977091254
147,2013,13,7,21757.971371305015
148,2013,13,35,39140.75707807769
149,2013,13,43,24764.41224582797
150,2013,13,45,89528.55579236979
151,2013,13,99,25479.0711420236
152,2013,13,81,28474.26985356419
153,2013,13,77,76268.35386011258
154,2013,13,67,121147.82100911373
155,2013,13,83,20921.40544463915
156,2013,13,317,26058.191672309018
157,2013,13,27,34247.39150334084
158,2013,13,129,70739.12416413795
159,2013,13,105,26897.62124466237
160,2013,13,165,23500.55538099748
161,2013,13,217,101466.04245936073
162,2013,13,133,37446.83092625877
163,2013,13,71,64904.72058807602
164,2013,13,85,37642.40271098142
165,2013,13,63,148970.09971715318
166,2013,13,139,127960.65848819184
167,2013,15,3,242068.18520271906
168,2013,15,9,104383.62052677924
169,2013,16,71,21768.96384085611
170,2013,16,45,36855.28004959861
171,2013,16,85,20832.11353746976
172,2013,16,3,22507.249849386062
173,2013,19,193,93317.79310732888
174,2013,19,97,20335.966200602154
175,2013,19,111,29209.826996681943
176,2013,19,181,37382.33434277438
177,2013,19,149,33789.17645943596
178,2013,19,41,16911.903185738065
179,2013,19,55,21822.941999452494
180,2013,19,185,10209.416264090702
181,2013,19,163,82556.74418978291
182,2013,20,181,13092.47760280828
183,2013,20,193,6482.021163209598
184,2013,20,127,8575.398832861589
185,2013,20,163,9175.63967889668
186,2013,20,25,8036.137234988086
187,2013,20,77,6478.139645373195
188,2013,20,111,29007.15860097249
189,2013,20,145,19711.55966755296
190,2013,20,33,8025.1993142591855
191,2013,20,63,8725.288013743671
192,2013,20,79,38855.497771959825
193,2013,20,69,23822.862206714042
194,2013,20,17,8739.219360508916
195,2013,20,67,22379.579827725083
196,2013,20,109,8725.288013743671
197,2013,20,149,34280.440206671556
198,2013,20,15,73627.64185310058
199,2013,20,169,81434.96226386883
200,2013,20,197,20272.852393941143
201,2013,13,113,77136.12752311624
202,2013,20,207,9914.08112240615
203,2013,20,141,8951.131377655503
204,2013,20,55,40899.20583732371
205,2013,20,97,17972.667613866062
206,2013,20,201,9078.295896832982
207,2013,20,129,5859.079609923428
208,2013,20,9,25088.320116321273
209,2013,20,43,7519.232793168064
210,2013,20,101,5874.164818828124
211,2013,20,115,7289.133258210448
212,2013,20,13,21005.918883422113
213,2013,20,161,90285.90615279248
214,2013,20,41,30802.794279394584
215,2013,21,79,30548.652746158805
216,2013,21,37,75012.11734388839
217,2013,21,81,37680.943393126945
218,2013,21,141,29270.423159072507
219,2013,21,167,38703.55895083172
220,2013,17,9,22241.023360802363
221,2013,17,123,8693.788425861041
222,2013,17,21,29749.733109911536
223,2013,17,77,75181.31541582747
224,2013,17,181,25478.266365998712
225,2013,17,165,26089.46983370551
226,2013,17,195,77913.52381344304
227,2013,17,37,82585.56100689205
228,2013,17,79,9116.345566509415
229,2013,17,197,117869.35844293283
230,2013,17,41,21357.129072278804
231,2013,17,61,9588.187645471662
232,2013,17,69,8917.201222960568
233,2013,17,95,64981.6358575048
234,2013,17,127,22739.578177757445
235,2013,17,89,116738.2880488998
236,2013,6,73,567141.3558746491
237,2013,6,107,149278.3582552326
238,2013,6,113,95236.25544111239
239,2013,6,23,90730.9732277885
240,2013,6,57,103330.55734388839
241,2013,6,3,29787.45170648212
242,2013,6,39,125347.56696769985
243,2013,6,45,84438.37575520977
244,2013,6,87,135556.58684534705
245,2013,6,105,34578.37744876021
246,2013,6,37,956740.9337043345
247,2013,6,65,457823.7016992654
248,2013,6,71,451790.38740028185
249,2013,6,85,543935.0155361044
250,2013,6,41,97750.13956770413
251,2013,6,61,128860.87953782635
252,2013,6,93,54072.735139323886
253,2013,6,89,118470.51199431538
254,2013,6,95,116985.45790376513
255,2013,6,15,39385.09855473711
256,2013,6,21,41723.84294240239
257,2013,6,7,118501.95199431539
258,2013,6,63,37268.79265177746
259,2013,6,79,128487.42086346296
260,2013,6,29,131550.91533460663
261,2013,6,111,144425.13989938825
262,2013,6,9,51603.284955112176
263,2013,6,81,149561.390501124
264,2013,6,109,82835.11093053549
265,2013,6,5,50668.72283186624
266,2013,8,95,32365.27337750032
267,2013,8,31,168307.11752586236
268,2013,8,61,5072.7141430467755
269,2013,8,9,5868.885070720429
270,2013,8,47,21074.166974131484
271,2013,8,63,32633.294369320764
272,2013,8,51,46510.57812216443
273,2013,8,59,99794.59069206407
274,2013,8,91,48636.71156795878
275,2013,8,103,33650.936396071666
276,2013,8,123,100247.28511346297
277,2013,8,21,32548.917568725352
278,2013,8,23,21170.704975338198
279,2013,8,67,94802.19602163967
280,2013,8,81,33165.85075547522
281,2013,8,105,34382.07955544625
282,2013,8,11,21160.851180666457
283,2013,8,25,22173.31618297025
284,2013,8,111,19761.552219278565
285,2013,8,57,17939.63580217128
286,2013,8,75,37855.660900512354
287,2013,8,83,40941.07260192942
288,2013,8,119,35211.7359595711
289,2013,8,13,128132.04582802014
290,2013,8,71,35138.720738862896
291,2013,8,73,32527.5753720546
292,2013,8,107,61286.52576484111
293,2013,8,3,37212.00504959861
294,2013,8,19,20975.645026654227
295,2013,8,43,74258.01907081745
296,2013,17,179,74748.31386011258
297,2013,8,35,97750.13956770413
298,2013,8,37,86821.63724125642
299,2013,8,101,120129.79643875983
300,2013,8,85,38488.323961943934
301,2013,8,87,36976.57006681864
302,2013,8,93,35386.68496697251
303,2013,8,109,34197.1014396931
304,2013,8,77,95298.01775339778
305,2013,8,99,25415.107188867703
306,2013,8,53,19519.19587513543
307,2013,8,41,113184.78597264111
308,2013,8,121,17821.764841514625
309,2013,8,49,35410.438820977404
310,2013,8,5,114733.12806913232
311,2013,8,89,27104.694665345385
312,2013,8,14,64986.81148901351
313,2013,10,3,116929.79138223315
314,2013,10,5,82347.32533706895
315,2013,10,1,74649.09386011258
316,2013,11,1,103708.27998687731
317,2013,9,9,122313.32573133595
318,2013,9,5,74415.68386011258
319,2013,9,3,122313.32573133595
320,2013,9,11,68586.34937060959
321,2013,9,13,76518.09434022539
322,2013,9,1,143702.47285420095
323,2013,12,31,161027.3307921414
324,2013,12,7,34873.35343436517
325,2013,12,19,71967.63201916032
326,2013,12,67,33163.18803563006
327,2013,12,89,73360.38552392751
328,2013,12,103,220878.97678448274
329,2013,12,111,139606.5934387598
330,2013,12,51,29601.724443846833
331,2013,12,61,96224.33723902999
332,2013,12,99,209737.3163016417
333,2013,12,109,75913.62719344591
334,2013,12,86,458626.53868486057
335,2013,12,35,89367.05100972949
336,2013,12,37,34200.91248619686
337,2013,12,47,23923.406355747044
338,2013,12,39,75770.58187117835
339,2013,12,59,27171.530130678668
340,2013,12,71,142570.6968354178
341,2013,12,83,147213.0328613333
342,2013,12,21,98879.54725373544
343,2013,12,93,60096.56910290184
344,2013,12,101,141814.37518198675
345,2013,12,55,92831.92011485927
346,2013,12,121,72236.32742365407
347,2013,12,27,30101.561308504086
348,2013,12,13,25135.490502241064
349,2013,12,23,75269.25271083167
350,2013,12,29,25615.7295516284
351,2013,12,107,78097.23750993876
352,2013,12,125,21514.592628940238
353,2013,12,81,127848.58670548916
354,2013,12,75,63430.50956355918
355,2013,12,3,38019.38700698061
356,2013,12,127,145744.54127986226
357,2013,12,73,128988.77525513788
358,2013,12,79,26345.662796775043
359,2013,12,77,21645.524899126984
360,2013,12,119,91303.6830097295
361,2013,29,195,26472.20337501064
362,2013,29,227,8610.873003097906
363,2013,29,79,6743.64965463616
364,2013,29,141,35175.1156688715
365,2013,29,179,12239.45265336004
366,2013,29,189,211752.0683524058
367,2013,29,209,43203.00075250346
368,2013,29,9,35986.91044012732
369,2013,29,19,117718.06484563276
370,2013,29,51,75012.11734388839
371,2013,29,55,31152.310496906444
372,2013,29,93,8355.902306163533
373,2013,29,117,8516.58156695036
374,2013,29,135,33443.33048115881
375,2013,29,155,27027.661984421014
376,2013,29,159,64274.73753080951
377,2013,29,203,10396.763752286799
378,2013,29,175,26082.958443221716
379,2013,29,69,29155.93793234051
380,2013,29,71,93367.75239076398
381,2013,29,89,14325.5527151602
382,2013,29,95,142323.5269805525
383,2013,29,131,39878.4511246567
384,2013,29,171,9167.123115613282
385,2013,29,213,80948.55167656724
386,2013,29,21,87116.77326254013
387,2013,29,25,7245.3101623608045
388,2013,29,37,76429.94719344591
389,2013,29,49,34352.149097118105
390,2013,29,59,25403.314714844444
391,2013,29,85,11621.901184461954
392,2013,29,113,65621.52742996142
393,2013,29,137,6646.572680633584
394,2013,29,145,78334.0368321344
395,2013,29,163,23502.41198210187
396,2013,29,183,70543.19270394294
397,2013,29,31,88475.88727614559
398,2013,29,205,9766.658835086175
399,2013,29,225,42034.15904827269
400,2013,29,65,10613.869878520602
401,2013,29,5,9165.963119333146
402,2013,29,13,10782.074705601637
403,2013,29,15,21179.601033935152
404,2013,29,35,11305.729717880191
405,2013,29,57,7288.219654636161
406,2013,29,115,7943.335464018634
407,2013,29,91,62828.55891209628
408,2013,29,101,81106.1889305355
409,2013,29,105,28460.838464367407
410,2013,29,125,22399.498200431928
411,2013,29,161,84679.03811631928
412,2013,29,165,76017.69734388839
413,2013,29,187,74073.07414497263
414,2013,29,510,139571.61677209314
415,2013,29,3,20100.23731437388
416,2013,29,23,71522.71357243281
417,2013,29,33,6646.572680633584
418,2013,29,61,18591.45231427946
419,2013,29,87,9143.515209284502
420,2013,29,181,12271.31813644839
421,2013,29,219,38629.50119480982
422,2013,29,221,29290.504154076083
423,2013,29,43,82777.06434022538
424,2013,29,63,31300.665163516744
425,2013,29,81,9402.581136766124
426,2013,29,107,36459.0288609062
427,2013,29,1,36720.852191957194
428,2013,29,199,9045.07251103812
429,2013,29,211,21365.92385775165
430,2013,29,45,10396.209976746091
431,2013,29,97,87001.27364819263
432,2013,29,111,6674.321800631272
433,2013,29,119,29270.423159072507
434,2013,29,157,22638.575072369225
435,2013,29,167,37684.69573874349
436,2013,29,177,35666.02474014308
437,2013,30,41,37022.537845072715
438,2013,30,15,32761.525087183254
439,2013,30,53,37863.11561393489
440,2013,30,67,20694.923375389757
441,2013,30,103,6711.602982486989
442,2013,30,5,21332.508217386836
443,2013,30,97,21663.99606702904
444,2013,30,99,22160.060370284813
445,2013,30,79,5113.6159326648585
446,2013,30,35,26535.152145589505
447,2013,30,25,18897.542420920974
448,2013,30,37,6629.02036343937
449,2013,30,93,40697.771470530286
450,2013,30,95,20845.809945531837
451,2013,30,43,20960.227774043098
452,2013,30,39,21486.562718563713
453,2013,30,107,7913.354597758328
454,2013,30,57,22207.921325279334
455,2013,30,91,20338.722196061295
456,2013,30,11,5041.010376846847
457,2013,30,3,25085.97454949493
458,2013,30,47,39274.32789199062
459,2013,30,49,76415.82740397747
460,2013,35,27,37736.99079131619
461,2013,29,127,36244.32673987349
462,2013,29,151,22743.626521504564
463,2013,35,5,77054.94908236773
464,2013,35,25,78279.47451611582
465,2013,35,49,82605.5441897829
466,2013,35,59,21146.919833901207
467,2013,35,51,24638.367001856725
468,2013,35,53,38081.14438350223
469,2013,35,41,39409.02022420384
470,2013,35,13,132374.76332764872
471,2013,35,28,35142.845920042906
472,2013,35,39,73055.27673423738
473,2013,35,47,40262.071429671814
474,2013,35,61,87655.07394281225
475,2013,35,57,34954.95856389959
476,2013,35,1,143307.21282825366
477,2013,35,35,76435.8328503842
478,2013,35,6,28052.90431570496
479,2013,35,19,22323.33636088974
480,2013,35,3,24556.165523569744
481,2013,36,5,172979.17342072158
482,2013,36,67,113585.22790376512
483,2013,36,19,128959.09660564292
484,2013,36,99,24980.54815099445
485,2013,36,79,106577.66733606512
486,2013,36,43,66367.0958575048
487,2013,36,69,74036.38367306144
488,2013,36,101,92435.03927701447
489,2013,36,41,23209.55691685453
490,2013,36,13,93428.28706028384
491,2013,36,47,558434.7667077916
492,2013,36,107,44286.4189894872
493,2013,36,73,31208.896996681942
494,2013,36,91,70691.10201916032
495,2013,36,21,53315.83165117453
496,2013,36,49,26289.544917139196
497,2013,36,119,151932.6140908676
498,2013,36,25,50715.62767795012
499,2013,36,57,37281.84993521729
500,2013,36,85,143350.05953782634
501,2013,36,89,94027.38313415734
502,2013,36,109,92047.23555828731
503,2013,36,113,60407.97413512997
504,2013,36,23,39502.93084191287
505,2013,36,27,72367.50970053728
506,2013,36,55,127488.62947402602
507,2013,36,65,128341.579974633
508,2013,36,111,76205.27386011257
509,2013,36,15,94518.0317913823
510,2013,36,51,69529.12264483943
511,2013,36,77,49990.465580843265
512,2013,36,39,51396.58332122021
513,2013,36,1,100265.36449782859
514,2013,36,3,43683.80620582268
515,2013,36,9,93257.77391679764
516,2013,36,53,86215.3695582873
517,2013,36,93,74497.65734388838
518,2013,36,37,47306.66659212665
519,2013,36,123,34648.063482581616
520,2013,37,79,26625.079384410008
521,2013,37,121,30158.232138251456
522,2013,37,41,37376.25004959861
523,2013,35,11,10700.172392531813
524,2013,37,5,35929.79409307758
525,2013,37,27,84278.81243966952
526,2013,37,35,94505.83523902997
527,2013,37,45,85548.62965702923
528,2013,37,49,89367.05100972949
529,2013,37,65,69603.41944986641
530,2013,37,77,82836.53583539957
531,2013,37,85,94527.83187639616
532,2013,37,93,83456.13754775129
533,2013,37,89,92767.0732097295
534,2013,37,95,21583.739937780243
535,2013,37,97,130863.3402642388
536,2013,37,119,212759.22991301186
537,2013,37,159,94405.99881264454
538,2013,37,181,66805.11267945607
539,2013,37,39,40624.41363641218
540,2013,37,53,36506.871403706085
541,2013,37,179,71997.54201916032
542,2013,37,193,79255.96726206508
543,2013,37,127,90860.17316017195
544,2013,37,3,40432.54844221207
545,2013,37,55,31818.853408037037
546,2013,37,185,27264.165134499566
547,2013,37,195,87557.52483170114
548,2013,37,73,33978.27955544625
549,2013,37,75,32762.56832862102
550,2013,37,115,37631.010107464164
551,2013,37,137,33968.18334348105
552,2013,37,149,37856.7434407975
553,2013,37,151,91644.78405623429
554,2013,37,169,70100.55257864011
555,2013,37,187,25231.6646466965
556,2013,37,43,22557.213846960254
557,2013,37,51,139113.7623303415
558,2013,37,81,144969.54767072157
559,2013,37,99,74583.43794812412
560,2013,37,139,70319.27256594418
561,2013,37,155,114847.93158016267
562,2013,37,173,37466.83876131032
563,2013,37,183,207416.9287157587
564,2013,37,7,29791.393159072508
565,2013,37,111,69666.01948445047
566,2013,37,69,96397.02585865952
567,2013,37,103,20883.175234984607
568,2013,37,113,47091.05052136772
569,2013,37,19,96224.33723902999
570,2013,37,175,45998.97969786529
571,2013,37,13,78947.7836001911
572,2013,37,47,75214.93567543411
573,2013,37,109,89323.96185457893
574,2013,37,123,29512.990431799783
575,2013,37,135,75469.9071934459
576,2013,37,153,72855.3871359337
577,2013,37,163,73762.42286292133
578,2013,37,171,84375.09881809569
579,2013,37,11,37330.47288827102
580,2013,37,21,124648.76677209313
581,2013,37,25,82365.24085644957
582,2013,37,131,27264.165134499566
583,2013,37,147,113688.47206502246
584,2013,37,33,29203.18431570496
585,2013,37,59,121428.96686435718
586,2013,37,57,97658.80903486675
587,2013,37,61,73069.09932072581
588,2013,37,63,109524.57149416556
589,2013,37,91,28571.737698489156
590,2013,37,105,83390.1099236329
591,2013,37,129,117625.8425086832
592,2013,37,141,83335.39278767834
593,2013,40,41,78900.92420149436
594,2013,40,45,6208.192021094233
595,2013,40,51,78100.32934494698
596,2013,40,119,81973.90619069156
597,2013,40,125,79670.45213870636
598,2013,40,37,79694.97947915182
599,2013,40,141,21408.312262335876
600,2013,40,149,20986.38499727336
601,2013,40,33,21314.83965611516
602,2013,40,75,21727.565163559844
603,2013,40,79,68628.80873379012
604,2013,40,89,30220.96111885931
605,2013,40,93,21320.520467852813
606,2013,40,97,69178.23784490125
607,2013,40,109,141840.5737883916
608,2013,40,39,42531.45870075778
609,2013,40,85,22421.542716600252
610,2013,40,9,33660.25977148585
611,2013,40,23,25181.35281993138
612,2013,40,65,25436.469317295618
613,2013,40,81,29467.022345723297
614,2013,40,117,23502.41198210187
615,2013,40,133,27955.98145000385
616,2013,40,25,5823.95656381567
617,2013,40,11,21512.277409543884
618,2013,40,29,21998.876242560353
619,2013,40,53,6208.192021094233
620,2013,40,73,33365.74066817197
621,2013,40,87,38276.688060767316
622,2013,40,95,25444.541680836955
623,2013,40,103,20879.932692563787
624,2013,40,105,20948.40173031171
625,2013,40,131,76003.41734388839
626,2013,40,135,62823.24112570398
627,2013,40,3,21072.653167234545
628,2013,40,151,21457.601454888438
629,2013,40,27,98463.56217165681
630,2013,40,107,24802.11910883727
631,2013,40,5,24200.417485368907
632,2013,37,191,85874.66034751637
633,2013,41,61,37985.30797944618
634,2013,41,47,139091.35789855
635,2013,41,19,89819.0330097295
636,2013,41,31,37282.877042245695
637,2013,41,53,82585.56100689205
638,2013,41,17,131843.10226423878
639,2013,41,43,94294.07187639616
640,2013,41,71,74633.46386011258
641,2013,41,1,37167.86561554375
642,2013,41,35,78583.48126206506
643,2013,41,41,83276.92461850564
644,2013,41,3,90797.49449350528
645,2013,41,13,37335.83233299951
646,2013,41,55,21504.177562122022
647,2013,41,25,19648.06290862069
648,2013,41,45,40889.86813719696
649,2013,41,63,22418.142922157323
650,2013,41,69,18788.84315794698
651,2013,41,49,32541.518258302895
652,2013,41,11,78583.48126206506
653,2013,37,83,66465.01824875822
654,2013,37,1,109028.86180338412
655,2013,37,177,29030.33894745553
656,2013,38,89,37740.1989354851
657,2013,38,103,8725.288013743671
658,2013,38,13,5793.313112319742
659,2013,38,61,22939.054168225004
660,2013,38,105,38040.94161043259
661,2013,38,7,17332.51910160222
662,2013,38,43,5889.602768661512
663,2013,38,19,8642.646154131913
664,2013,38,37,5928.414249575613
665,2013,38,49,9152.0317725679
666,2013,38,91,5123.0630049364745
667,2013,38,5,22638.26535077721
668,2013,38,45,8642.646154131913
669,2013,38,59,35632.114880731875
670,2013,38,25,17714.039859881865
671,2013,38,51,8010.423233080858
672,2013,38,63,8588.792679437212
673,2013,38,79,26415.26704122474
674,2013,38,99,20874.745027777
675,2013,38,9,8536.82539483201
676,2013,38,3,6428.522092549462
677,2013,38,35,84242.99654547789
678,2013,38,53,38205.581917996424
679,2013,38,55,26554.577579888984
680,2013,38,69,8407.74057036091
681,2013,38,75,9760.185653747421
682,2013,38,11,25386.7427369683
683,2013,38,15,81861.29407064413
684,2013,38,47,5163.5700458719
685,2013,38,65,6914.002640884955
686,2013,38,93,22565.23860080946
687,2013,38,71,20901.489241362782
688,2013,38,31,8528.231143486148
689,2013,38,39,5832.356370230903
690,2013,37,165,29626.519944198677
691,2013,37,189,75653.61591346226
692,2013,38,83,5041.010376846847
693,2013,38,87,7424.289781846468
694,2013,39,159,53400.13238780704
695,2013,39,131,30249.434549556303
696,2013,39,125,23240.90220423402
697,2013,39,61,145158.7916568115
698,2013,39,49,215659.49564256484
699,2013,39,101,76561.93077374023
700,2013,39,157,86022.9099292068
701,2013,39,169,93574.8857240973
702,2013,39,15,74381.48538769229
703,2013,39,17,104270.71405960926
704,2013,39,67,11174.058536678733
705,2013,39,83,82706.0219454565
706,2013,39,89,74600.29386011258
707,2013,39,139,87540.65748436455
708,2013,39,163,13563.64871915905
709,2013,39,19,29304.65317890572
710,2013,39,63,90537.88700787313
711,2013,39,39,38172.049389221866
712,2013,39,71,66262.1288618897
713,2013,39,69,36582.322489668426
714,2013,39,81,76590.71597403246
715,2013,39,133,85615.8146522863
716,2013,39,137,35032.79050672676
717,2013,39,13,74779.43397403245
718,2013,39,27,76094.9688281588
719,2013,39,47,36600.72114842161
720,2013,39,127,26999.49462720714
721,2013,39,129,67456.18783361047
722,2013,39,97,51393.80300453894
723,2013,39,119,87203.39192920682
724,2013,39,143,87647.81982980843
725,2013,39,161,24584.185613366495
726,2013,39,167,80175.45187722724
727,2013,39,11,58551.377110362584
728,2013,39,37,72563.76338769228
729,2013,39,123,46364.59666684283
730,2013,39,65,28839.55917266168
731,2013,39,79,29276.934549556303
732,2013,39,77,82512.79156957488
733,2013,39,9,79760.61647437661
734,2013,39,1,21087.113371806518
735,2013,39,103,75913.62719344591
736,2013,39,95,146372.74032146868
737,2013,39,121,21466.990776535928
738,2013,39,147,77759.67438853461
739,2013,39,151,144248.2426780297
740,2013,39,31,28386.7611139893
741,2013,39,41,76741.25078627413
742,2013,39,55,76647.00734388838
743,2013,39,73,31392.898406178443
744,2013,39,85,67242.18270394293
745,2013,39,141,87997.20394281227
746,2013,39,35,219179.91148588434
747,2013,39,75,44691.151264435735
748,2013,39,109,81956.25100689205
749,2013,39,25,75692.21386011258
750,2013,39,45,76445.5771934459
751,2013,39,111,14053.214695717601
752,2013,39,155,137981.5403443462
753,2013,39,173,82414.04085644957
754,2013,39,5,80927.39908863825
755,2013,40,43,6208.192021094233
756,2013,40,59,6282.458687760899
757,2013,40,83,73931.83163118963
758,2013,40,143,141882.34005747558
759,2013,40,147,82444.98599478485
760,2013,40,57,21325.453628572952
761,2013,40,61,23943.876982101876
762,2013,40,111,62249.925339667316
763,2013,40,113,76516.5047642576
764,2013,40,67,22138.910770060524
765,2013,40,47,76460.21322260499
766,2013,40,49,28666.86845727383
767,2013,40,121,73643.84797216003
768,2013,40,123,64748.99351886637
769,2013,40,129,6137.9759298299
770,2013,40,153,33608.85664709248
771,2013,40,21,72996.64043787195
772,2013,30,73,21329.544600937763
773,2013,30,111,94157.04847625448
774,2013,30,63,89116.39449350529
775,2013,30,81,48287.14263272997
776,2013,30,105,27437.693532968206
777,2013,30,13,88320.09439410694
778,2013,30,27,19616.209558718
779,2013,30,33,17999.146593701786
780,2013,30,61,23202.21861359119
781,2013,30,69,6705.832005611895
782,2013,30,77,19335.701938773956
783,2013,30,89,34892.41955544625
784,2013,30,109,14360.995532787249
785,2013,30,31,82750.92807114142
786,2013,30,59,18877.632542687297
787,2013,30,9,20550.89890369214
788,2013,30,1,19622.826375348144
789,2013,30,29,88940.52116017196
790,2013,30,65,18102.207638287196
791,2013,31,83,9217.547375640903
792,2013,31,185,30299.967974712075
793,2013,31,19,78529.5993611657
794,2013,31,37,21946.790625335925
795,2013,31,87,8725.288013743671
796,2013,31,141,36492.02210472287
797,2013,31,143,8953.81005099609
798,2013,31,13,23848.867941480315
799,2013,31,17,9900.28841374367
800,2013,31,161,19693.227888160454
801,2013,31,109,118399.91276976344
802,2013,31,129,8876.864710988837
803,2013,31,7,5477.207145575899
804,2013,31,63,8540.656911833576
805,2013,31,55,123269.94837481504
806,2013,31,147,6705.964453866027
807,2013,31,151,22272.412130663724
808,2013,31,173,21489.68752773166
809,2013,31,177,22191.416877617783
810,2013,31,31,6381.043066867183
811,2013,31,53,35044.936823932236
812,2013,31,69,5924.053451310589
813,2013,31,123,6220.374302243377
814,2013,31,127,8737.861439178545
815,2013,31,171,5907.41353077248
816,2013,31,43,33572.53849416132
817,2013,31,3,9152.0317725679
818,2013,31,29,5834.1682850061425
819,2013,31,35,7362.630867896805
