,year,FIPS_CODE,pred_mort_with_drugs
0,2006,1001,1.429202045962491
1,2006,1003,0.029884871850298242
2,2006,1005,0.10584408221888202
3,2006,1015,11.702034156054653
4,2006,1017,1.0740364274725582
5,2006,1023,17.0453497267552
6,2006,1025,0.028959339781870902
7,2006,1037,0.030966534945634058
8,2006,1041,0.31881287512269274
9,2006,1043,0.029882416704947828
10,2006,1047,0.028959339781870902
11,2006,1049,0.2054736972354597
12,2006,1051,9.525048624097137
13,2006,1053,0.03299947250105959
14,2006,1055,32.933552999169116
15,2006,1059,13.210750657440729
16,2006,1061,6.768265330404932
17,2006,1063,4.013374642832359
18,2006,1065,0.1643925712129863
19,2006,1069,0.6338415699342775
20,2006,1071,3.080385129732584
21,2006,1073,0.028959339781870902
22,2006,1077,0.21526780105699328
23,2006,1079,0.028959339781870902
24,2006,1081,0.18647291878772326
25,2006,1083,0.028959339781870902
26,2006,1085,7.320388184525719
27,2006,1087,6.764188538242644
28,2006,1089,10.889486181966705
29,2006,1091,0.06475680806890315
30,2006,1093,18.283941318276092
31,2006,1095,0.16703814855730748
32,2006,1097,0.32109155620691515
33,2006,1099,0.028959339781870902
34,2006,1101,135.15861075768737
35,2006,1103,0.028959339781870902
36,2006,1105,0.028959339781870902
37,2006,1107,3.3119782101989084
38,2006,1109,0.028959339781870902
39,2006,1111,2.8397488929266377
40,2006,1113,44.54166558728588
41,2006,1115,0.030512507189348184
42,2006,1117,0.028959339781870902
43,2006,1119,4.4383493252020125
44,2006,1121,0.028959339781870902
45,2006,1123,0.17929106071031373
46,2006,1125,0.028959339781870902
47,2006,1127,7.612812715506091
48,2006,1129,0.028959339781870902
49,2006,1131,0.028959339781870902
50,2006,1133,0.028959339781870902
51,2006,2013,60.56842873397133
52,2006,2016,7.372951038545811
53,2006,2020,11.14293555661199
54,2006,2050,0.26938222764324876
55,2006,2068,0.402891059123996
56,2006,2090,23.1067471574022
57,2006,2100,12.611151180323809
58,2006,2110,0.028959339781870902
59,2006,2122,0.2967698938926937
60,2006,2130,0.028959339781870902
61,2006,2150,2.539727170523974
62,2006,2170,13.880671597810483
63,2006,2185,11.555800381863703
64,2006,2188,0.20711326954743747
65,2006,2220,0.20224745731468377
66,2006,2240,1.2565476556360058
67,2006,2261,0.028959339781870902
68,2006,4001,0.03117562658149104
69,2006,4003,0.03015415583538261
70,2006,4005,0.028959339781870902
71,2006,4007,0.04124479544800958
72,2006,4009,11.386764631277403
73,2006,4011,0.03015415583538261
74,2006,4012,0.028959339781870902
75,2006,4013,37.07727981278574
76,2006,4015,1.8527519242116504
77,2006,4017,0.4137079507831626
78,2006,4019,0.028959339781870902
79,2006,4021,2.2446543250406634
80,2006,4023,0.028959339781870902
81,2006,4025,0.028959339781870902
82,2006,4027,0.4109189761783625
83,2006,5001,0.7877401510133081
84,2006,5005,2.6491408986227487
85,2006,5007,0.07005462458228719
86,2006,5009,5.966650891217418
87,2006,5013,0.028959339781870902
88,2006,5015,0.3244726409102203
89,2006,5017,1.1100966650330282
90,2006,5025,0.3852426679269981
91,2006,5029,22.89364583401206
92,2006,5031,0.26759781931439613
93,2006,5037,9.74253845797536
94,2006,5039,3.321879766943053
95,2006,5047,0.1819057885569864
96,2006,5055,0.030966534945634058
97,2006,5057,5.30791230055112
98,2006,5061,0.028959339781870902
99,2006,5063,0.0407619317770271
100,2006,5067,1.6523399238640695
101,2006,5069,31.091173350861048
102,2006,5079,1.3876488166457241
103,2006,5081,0.028959339781870902
104,2006,5087,0.028959339781870902
105,2006,5089,0.315493836401683
106,2006,5091,0.07100452444283556
107,2006,5093,0.028959339781870902
108,2006,5095,0.028959339781870902
109,2006,5097,30.578159362027204
110,2006,5099,56.414907999177196
111,2006,5101,32.15008132665877
112,2006,5103,74.61692280075626
113,2006,5107,60.05596222721641
114,2006,5109,0.2727799748383477
115,2006,5111,0.028959339781870902
116,2006,5115,18.13599473573662
117,2006,5117,0.028959339781870902
118,2006,5119,0.028959339781870902
119,2006,5121,78.03521002294343
120,2006,5123,14.14889157153372
121,2006,5125,0.28139019335517207
122,2006,5127,126.01906673708366
123,2006,5131,16.877027265968767
124,2006,5133,0.09435362906087069
125,2006,5135,45.29850451193205
126,2006,5137,11.603770507413758
127,2006,5139,0.028959339781870902
128,2006,5141,2.701206065430323
129,2006,5143,0.028959339781870902
130,2006,5145,0.16348516011143793
131,2006,5147,39.665499233226306
132,2006,5149,0.6305867450121362
133,2006,6001,6.686449735108182
134,2006,6003,32.04307317034556
135,2006,6005,0.028959339781870902
136,2006,6007,0.028959339781870902
137,2006,6009,6.754502530175415
138,2006,6013,0.030966534945634058
139,2006,6015,8.517557033991283
140,2006,6017,0.6060022723670524
141,2006,6019,0.21030329791665242
142,2006,6021,0.028592186934885036
143,2006,6023,44.31249277863292
144,2006,6025,0.20472680268921872
145,2006,6027,26.87435800752551
146,2006,6029,10.183942547740232
147,2006,6031,0.25953073286134104
148,2006,6033,0.029884871850298242
149,2006,6035,3.450377295642795
150,2006,6037,0.9485020451564119
151,2006,6039,2.5813615982198375
152,2006,6041,0.07573745505881538
153,2006,6043,0.7473623042162971
154,2006,6045,0.03027914512520956
155,2006,6047,0.22629168280792872
156,2006,6049,0.3128000674160271
157,2006,6051,0.028959339781870902
158,2006,6053,35.18615440011161
159,2006,6055,0.028959339781870902
160,2006,6057,0.028959339781870902
161,2006,6059,0.028959339781870902
162,2006,6061,108.09242001894353
163,2006,6063,1.234396417578289
164,2006,6065,0.17047019088048146
165,2006,6067,0.028959339781870902
