,year,state_fips_code,county_fips_code,pred_qty_oxy
2378,2013,22,83,54065.52966018815
2379,2013,22,99,54813.724964553214
2380,2013,22,127,54295.322605247
2381,2013,22,33,191802.823329342
2382,2013,22,3,48405.6651103554
2383,2013,22,65,56125.78878300401
2384,2013,22,93,49245.47960232954
2385,2013,22,43,47961.45416018815
2386,2013,22,51,193538.80167854833
2387,2013,22,11,57568.86318211338
2388,2013,22,15,158127.42671018926
2389,2013,22,37,44804.646674876356
2390,2013,22,95,59074.74258984538
2391,2013,22,73,170271.94173641346
2392,2013,22,79,156503.20093111068
2393,2013,22,97,72930.83044992466
2394,2013,22,105,152402.81184501303
2395,2013,22,101,57844.00179759416
2396,2013,22,123,57602.230895845285
2397,2013,22,111,57469.506492708344
2398,2013,22,21,48849.78532831438
2399,2013,22,35,45615.52735001147
2400,2013,22,55,175624.74272382577
2401,2013,22,39,55675.46132604168
2402,2013,22,61,68326.01088965446
2403,2013,22,87,56321.18539433391
2404,2013,22,119,63362.94982189948
2405,2013,22,121,44377.60222699729
2406,2013,22,47,56680.59092132222
2407,2013,22,81,47918.85213730217
2408,2013,22,67,60284.20978330664
2409,2013,22,71,195371.8570636648
2410,2013,22,109,132939.7791225881
2411,2013,22,19,181825.69052779957
2412,2013,22,27,53074.3341482657
2413,2013,22,9,62607.62801663858
2414,2013,22,7,49971.25083019259
2415,2013,22,77,48293.16190256319
2416,2013,22,113,55922.0400568212
2417,2013,22,57,128844.42642285969
2418,2013,22,29,57493.04673985646
2419,2013,22,59,43160.83507243436
2420,2013,5,125,147252.204928411
2421,2013,5,141,57268.4953782723
2422,2013,5,65,36357.609581731966
2423,2013,6,83,308276.3702200732
2424,2013,6,25,166462.5608533721
2425,2013,6,1,418079.21666666673
2426,2013,6,55,215260.882768369
2427,2013,6,75,423481.643
2428,2013,6,11,54366.43084846451
2429,2013,6,31,153131.00696401316
2430,2013,6,19,264418.0996854539
2431,2013,6,59,404149.2583333333
2432,2013,6,101,151681.68269090392
2433,2013,6,77,251858.3631435929
2434,2013,8,7,67222.36432709215
2435,2013,8,55,58429.695431053675
2436,2013,8,15,44535.51397190004
2437,2013,8,45,83605.759806045
2438,2013,8,79,31554.92563970245
2439,2013,8,115,26555.68342814427
2440,2013,8,27,31913.58258815851
2441,2013,8,1,181579.7829726734
2442,2013,8,65,48544.32825371274
2443,2013,8,97,65738.26242309784
2444,2013,8,17,25984.549766700966
2445,2013,8,33,30753.784159730818
2446,2013,8,69,175040.4278017332
2447,2013,8,113,50079.16136919923
2448,2013,8,39,62309.49811628308
2449,2013,8,125,42992.76450119687
2450,2013,8,117,68653.86892301815
2451,2013,8,29,57895.278471415586
2452,2013,9,15,156302.06175348963
2453,2013,9,7,314177.51306512783
2454,2013,12,133,49914.26093232511
2455,2013,12,9,248608.88227994286
2456,2013,12,69,184915.74241534882
2457,2013,12,105,247969.47031024593
2458,2013,12,43,55250.44796266744
2459,2013,12,63,70478.77033252898
2460,2013,12,117,211183.979950766
2461,2013,12,5,165248.4110300693
2462,2013,12,45,45688.33308613803
2463,2013,12,97,181900.19016184506
2464,2013,12,131,60091.34155979243
2465,2013,12,65,49232.423480667734
2466,2013,12,49,56646.62840162117
2467,2013,12,95,258434.9787841915
2468,2013,12,41,50155.355880994546
2469,2013,12,1,177491.42450806088
2470,2013,18,123,50099.82341426996
2471,2013,18,125,29524.32998439148
2472,2013,18,131,28409.287587932427
2473,2013,18,151,49964.817300943025
2474,2013,18,171,30509.63001014563
2475,2013,18,179,50331.40915622356
2476,2013,18,31,49054.074918849816
2477,2013,18,35,159150.6826692331
2478,2013,18,77,55730.405332821356
2479,2013,18,79,55245.627739883996
2480,2013,18,103,60364.3541062132
2481,2013,18,109,143572.19322985108
2482,2013,18,111,50445.67705966277
2483,2013,18,141,182496.1311562113
2484,2013,18,85,140017.3959676671
2485,2013,18,155,30940.250530705205
2486,2013,18,163,170431.86063386017
2487,2013,18,15,45860.38678780808
2488,2013,18,105,166971.71911214816
2489,2013,18,45,36215.80845996016
2490,2013,18,149,52366.15129329084
2491,2013,18,25,36504.85246833096
2492,2013,18,55,44335.22056366243
2493,2013,18,97,255004.07909596016
2494,2013,19,11,31920.460008417278
2495,2013,19,61,137411.5811905353
2496,2013,19,71,26678.83543483062
2497,2013,19,151,24735.912168246905
2498,2013,19,173,25085.829567076107
2499,2013,19,177,25665.207107308805
2500,2013,19,159,25205.215817819022
2501,2013,19,3,26052.762977547245
2502,2013,19,9,25122.41366612303
2503,2013,19,39,45191.7382712124
2504,2013,19,51,26895.02234365138
2505,2013,19,93,25484.68883491357
2506,2013,19,103,158497.82149208046
2507,2013,19,135,26668.50137459611
2508,2013,19,179,51748.08498206686
2509,2013,19,167,49708.689759945104
2510,2013,19,25,25355.177966504423
2511,2013,19,27,28720.180657218178
2512,2013,19,33,61159.1073325197
2513,2013,19,73,26183.357966504424
2514,2013,19,83,46197.84141424874
2515,2013,19,117,27279.699460401593
2516,2013,19,119,27861.593269739435
2517,2013,27,29,52034.74311119523
2518,2013,27,59,52200.03355094302
2519,2013,27,99,56561.56030133254
2520,2013,27,109,153666.92242469869
2521,2013,1,115,138159.7413852495
2522,2013,1,3,174030.41114207415
2523,2013,1,69,141350.18543993312
2524,2013,1,125,175398.77836429642
2525,2013,1,31,62435.08994363082
2526,2013,1,109,61377.465445210015
2527,2013,27,51,25977.449879275064
2528,2013,27,87,44215.31445855116
2529,2013,27,173,33566.260872553336
2530,2013,27,13,59836.090999186374
2531,2013,27,77,24655.13431889565
2532,2013,27,137,163838.1832008659
2533,2013,27,37,176768.5832779237
2534,2013,27,83,48616.355771308736
2535,2013,27,129,44719.71799809516
2536,2013,27,31,26348.24701158219
2537,2013,1,17,63451.771286602874
2538,2013,1,101,177459.45114180542
2539,2013,1,67,49588.21711900187
2540,2013,1,123,63207.25126110041
2541,2013,1,131,57928.44216276227
2542,2013,2,150,40639.96037997045
2543,2013,2,185,45266.40883217801
2544,2013,2,90,137777.3272110589
2545,2013,2,180,54647.73298380809
2546,2013,2,282,29931.166961506875
2547,2013,2,240,52040.223789442956
2548,2013,2,13,40200.1926360706
2549,2013,2,122,62685.63907509584
2550,2013,2,195,45944.25324099839
2551,2013,2,275,34589.83611197096
2552,2013,4,7,67621.21959443374
2553,2013,4,3,171287.90595347926
2554,2013,4,1,72959.84391056451
2555,2013,4,27,188981.0803872057
2556,2013,4,17,79532.03714552496
2557,2013,5,21,38276.63142940987
2558,2013,5,43,57308.79551199342
2559,2013,5,121,39897.422353351896
2560,2013,5,9,56059.54949367696
2561,2013,23,15,59809.01997183293
2562,2013,23,27,66266.16897849171
2563,2013,23,19,166739.89808310618
2564,2013,23,21,37900.69473007931
2565,2013,23,1,154741.98411645417
2566,2013,23,3,101719.34087724607
2567,2013,23,29,59688.720427767075
2568,2013,23,5,167401.0002663797
2569,2013,23,13,58432.17921657768
2570,2013,23,23,54955.50504991101
2571,2013,23,31,161150.3211149948
2572,2013,23,11,162377.74101860626
2573,2013,23,7,59562.29634105919
2574,2013,23,25,67074.27176110042
2575,2013,19,189,27744.211042134673
2576,2013,19,147,27034.037830065176
2577,2013,19,165,26737.89981427163
2578,2013,19,7,26175.479027857058
2579,2013,19,87,44264.03649852279
2580,2013,19,95,25805.743735468895
2581,2013,19,99,52399.11351833433
2582,2013,19,145,43759.45878476617
2583,2013,19,191,43621.06912108248
2584,2013,19,157,44653.033367481075
2585,2013,19,155,134618.6226343338
2586,2013,19,127,57213.623106203915
2587,2013,19,43,26602.469875089806
2588,2013,19,15,47283.43505855217
2589,2013,19,17,37067.65385686132
2590,2013,19,21,44179.78018566289
2591,2013,19,89,27509.56808623761
2592,2013,19,63,44847.88277731524
2593,2013,19,77,27546.948239399266
2594,2013,19,81,28227.98817483776
2595,2013,19,121,25895.134662756478
2596,2013,19,125,51456.09351833432
2597,2013,19,197,42698.36638570022
2598,2013,19,29,27325.55891674595
2599,2013,19,47,44428.112368779664
2600,2013,19,65,46078.062036727555
2601,2013,19,85,25810.619814271628
2602,2013,19,129,27224.964390361238
2603,2013,23,9,65858.33776932156
2604,2013,24,47,77404.32532976086
2605,2013,24,510,261233.1441911983
2606,2013,24,39,55915.31436089653
2607,2013,24,41,74214.279623118
2608,2013,24,25,329028.7968713589
2609,2013,24,27,298917.98724501376
2610,2013,24,33,248121.88350640784
2611,2013,24,5,240784.43350640786
2612,2013,24,21,305113.73494828196
2613,2013,24,23,43764.69890505461
2614,2013,24,29,46503.664048036604
2615,2013,24,13,300321.065734566
2616,2013,24,35,75266.964623118
2617,2013,24,17,301724.44126128516
2618,2013,24,43,166219.12339805506
2619,2013,24,45,149739.26331830188
2620,2013,24,11,48527.257958380345
2621,2013,25,25,448237.1263333333
2622,2013,25,7,65241.61985076689
2623,2013,25,17,409720.80666666664
2624,2013,25,5,492676.40957836405
2625,2013,25,13,200656.38590046525
2626,2013,25,9,445227.61799999996
2627,2013,25,11,138227.22012680984
2628,2013,25,27,240703.95350640785
2629,2013,25,15,160739.9537171936
2630,2013,26,33,65385.78267776707
2631,2013,26,5,161677.8610195361
2632,2013,26,125,236454.01780101893
2633,2013,26,3,52721.26960425629
2634,2013,26,121,168132.87603786562
2635,2013,26,89,56113.766906067176
2636,2013,26,87,154582.15163181187
2637,2013,26,151,62745.28070145128
2638,2013,26,73,70777.35248332263
2639,2013,26,131,39403.03912891622
2640,2013,26,157,69548.23942776707
2641,2013,26,1,37656.926732908156
2642,2013,26,67,67865.00222521041
2643,2013,26,79,37776.52421230634
2644,2013,26,21,174071.04846215952
2645,2013,26,135,41246.778401605065
2646,2013,26,165,61862.00319691504
2647,2013,26,37,134565.59130100044
2648,2013,26,43,52509.65747648318
2649,2013,26,63,56806.327196915045
2650,2013,26,65,177957.95538423327
2651,2013,19,133,25791.31513732076
2652,2013,19,143,25111.407805232986
2653,2013,19,187,60350.79889050237
2654,2013,19,169,124374.97038448302
2655,2013,19,13,159858.10943979287
2656,2013,19,75,25758.13088899719
2657,2013,19,105,44156.63385686133
2658,2013,19,131,26459.901787923405
2659,2013,19,137,25485.078497550174
2660,2013,19,161,26041.481092938386
2661,2013,19,123,48089.47304511244
2662,2013,19,19,27347.054141785167
2663,2013,19,45,61590.1193325197
2664,2013,19,53,30367.15996040159
2665,2013,19,101,45056.59302138844
2666,2013,19,5,43722.1042259582
2667,2013,19,113,159599.7549047423
2668,2013,19,49,136269.51277386866
2669,2013,19,141,34939.26869779487
2670,2013,20,187,44035.51319785852
2671,2013,20,119,27228.683817819023
2672,2013,20,125,52067.44225984463
2673,2013,20,151,39389.006641246495
2674,2013,20,153,24274.599817033162
2675,2013,20,3,27406.870374596107
2676,2013,20,53,31627.539483736673
2677,2013,20,61,57506.49191308873
2678,2013,20,57,49045.5148057302
2679,2013,20,167,26011.84783491357
2680,2013,20,117,27047.589460401592
2681,2013,20,1,43490.160970934376
2682,2013,20,23,24303.885619785455
2683,2013,20,35,53736.464982066864
2684,2013,20,49,20507.909239047225
2685,2013,20,59,48284.16734541274
2686,2013,20,83,24344.17712128492
2687,2013,20,89,24810.110785683257
2688,2013,20,93,43476.90701687834
2689,2013,20,159,42601.11596650443
2690,2013,20,185,24910.6739996372
2691,2013,20,113,48491.18250137813
2692,2013,20,139,34681.65170593662
2693,2013,20,71,24673.262144046555
2694,2013,20,31,25380.902899034518
2695,2013,20,37,58307.05498206686
2696,2013,20,51,51345.93623430163
2697,2013,20,73,25820.148804383887
2698,2013,20,99,49158.77329217359
2699,2013,20,107,32475.749111195248
2700,2013,20,173,249061.4576771927
2701,2013,20,175,47753.40117939894
2702,2013,20,157,18191.49474636903
2703,2013,20,65,24029.553317033166
2704,2013,20,91,241834.28422069355
2705,2013,20,45,136221.6011066608
2706,2013,20,179,24749.179817033168
2707,2013,20,121,49770.48901393591
2708,2013,20,199,23733.731704500424
2709,2013,20,189,44315.39741311486
2710,2013,20,183,24957.9239996372
2711,2013,26,105,57770.45931285707
2712,2013,26,109,53088.46553024838
2713,2013,26,117,71421.974411215
2714,2013,26,113,34754.28258264776
2715,2013,26,149,66617.76957509582
2716,2013,26,147,162407.2786848508
2717,2013,26,159,150127.10221596222
2718,2013,26,161,176201.358345384
2719,2013,26,11,40313.96931435271
2720,2013,26,15,122705.23854440612
2721,2013,26,27,66617.76957509582
2722,2013,26,71,38314.274749184166
2723,2013,20,85,42052.64553638755
2724,2013,20,95,27105.818834913567
2725,2013,20,131,26647.889392238278
2726,2013,20,209,159356.1985658309
2727,2013,20,21,43405.408362880655
2728,2013,20,27,27246.413107308807
2729,2013,20,105,24824.594446060615
2730,2013,20,191,45991.05420384843
2731,2013,20,195,24483.041159365424
2732,2013,20,205,30852.464803968844
2733,2013,20,123,26125.548604298405
2734,2013,20,135,24428.569446060617
2735,2013,20,5,50735.90787964047
2736,2013,20,11,43464.36407399743
2737,2013,20,75,25452.95048369983
2738,2013,20,103,86631.14943556346
2739,2013,20,177,166498.3375612661
2740,2013,20,203,24454.20838704772
2741,2013,20,19,18132.304750118685
2742,2013,20,137,26019.657534399652
2743,2013,20,155,61785.57294980366
2744,2013,20,29,26070.294209064687
2745,2013,20,47,24110.217826032094
2746,2013,20,81,44453.085928208624
2747,2013,20,165,24456.599446060616
2748,2013,20,171,33699.70800172682
2749,2013,20,133,49116.92472677521
2750,2013,20,143,25559.23028331547
2751,2013,20,147,25281.57766612303
2752,2013,20,7,24880.19915115236
2753,2013,20,39,20759.42868050802
2754,2013,20,87,41706.63610359335
2755,2013,21,89,61146.44976091046
2756,2013,21,69,38328.84046728374
2757,2013,21,43,50886.184143954044
2758,2013,21,63,40797.0470570134
2759,2013,21,111,247563.575010526
2760,2013,21,123,50425.83279722569
2761,2013,21,161,53370.89340534663
2762,2013,26,19,45637.319599215196
2763,2013,26,143,59859.01087616796
2764,2013,26,153,59572.38226797142
2765,2013,26,163,263580.67473558197
2766,2013,26,23,60801.65470145128
2767,2013,26,55,146564.60843311148
2768,2013,26,75,163718.88764658946
2769,2013,26,49,221786.15758148485
2770,2013,26,9,57293.19115505461
2771,2013,26,93,165047.62378633957
2772,2013,26,69,60875.75342608199
2773,2013,26,101,55910.05677119041
2774,2013,26,119,41894.55147723532
2775,2013,26,51,45374.41900539485
2776,2013,26,107,65000.68903478461
2777,2013,26,103,65830.81657509583
2778,2013,26,133,55217.350159240996
2779,2013,26,137,55686.610284812916
2780,2013,26,31,57469.01677119039
2781,2013,26,95,51472.411868695606
2782,2013,26,99,244048.21141124202
2783,2013,26,155,144287.53077151778
2784,2013,26,13,55201.04669100771
2785,2013,26,29,57925.5043442438
2786,2013,26,45,150337.99115882113
2787,2013,26,53,55789.33943960795
2788,2013,26,47,66554.15197300633
2789,2013,27,93,45285.54320107783
2790,2013,27,113,43945.736267239314
2791,2013,27,131,81727.69110223014
2792,2013,27,167,25785.635434830623
2793,2013,27,125,27676.49951435946
2794,2013,27,27,59203.715272870584
2795,2013,27,43,45318.43726922343
2796,2013,27,45,28266.892428792282
2797,2013,27,75,27007.410925382737
2798,2013,27,119,51625.722439831916
2799,2013,27,135,40550.06369779487
2800,2013,27,143,42107.4381148471
2801,2013,27,165,44207.89093674253
2802,2013,27,5,53760.552272870584
2803,2013,27,11,26141.31509469446
2804,2013,27,15,48266.93000841729
2805,2013,27,21,55259.23787633911
2806,2013,27,49,55024.31299918637
2807,2013,27,57,50631.683343142235
2808,2013,27,63,27478.97606174252
2809,2013,27,91,46168.14320107783
2810,2013,27,105,43406.20785371172
2811,2013,27,115,52232.20249538748
2812,2013,16,69,57232.968832519706
2813,2013,16,53,44336.81038010733
2814,2013,16,55,163839.4984325654
2815,2013,16,61,30798.502946139357
2816,2013,16,67,43371.70441395114
2817,2013,16,83,85104.09193556345
2818,2013,16,73,49394.62931734334
2819,2013,16,13,63117.39215887668
2820,2013,16,15,31984.211758102458
2821,2013,16,21,40570.431043351084
2822,2013,16,23,26913.38460043672
2823,2013,16,29,24842.615434830623
2824,2013,16,47,44170.32500030376
2825,2013,16,1,176476.19295144465
2826,2013,16,5,138133.51136227493
2827,2013,16,7,25690.60543483062
2828,2013,16,11,55657.48701393591
2829,2013,16,19,136198.68791780804
2830,2013,16,25,25843.00362038068
2831,2013,16,35,35942.664963184696
2832,2013,16,51,46686.04759793799
2833,2013,16,59,38093.36817760399
2834,2013,16,75,44912.87722699729
2835,2013,16,17,67369.07959443374
2836,2013,16,37,30806.718755427584
2837,2013,16,39,54100.382298037846
2838,2013,16,65,59369.70724808441
2839,2013,16,79,45411.008954021156
2840,2013,16,81,42305.27616721282
2841,2013,16,87,48814.34356587359
2842,2013,17,67,32103.16881619647
2843,2013,17,63,65641.46768211339
2844,2013,17,91,145195.57977044937
2845,2013,17,43,475630.778
2846,2013,17,3,55546.029491030014
2847,2013,17,129,30635.468884978698
2848,2013,17,99,154815.29600177522
2849,2013,17,31,222888.2009958331
2850,2013,17,115,148507.28510652666
2851,2013,17,137,55347.032543519155
2852,2013,17,191,30290.74327062238
2853,2013,17,203,55163.41246277877
2854,2013,17,55,67432.16300718524
2855,2013,17,109,65986.29401663858
2856,2013,17,111,172763.92436775524
2857,2013,17,139,32366.509337069314
2858,2013,17,145,53887.503292173584
2859,2013,17,151,32565.310256676054
2860,2013,17,163,193785.4348583758
2861,2013,17,173,33912.31333306876
2862,2013,17,19,168869.2308690068
2863,2013,17,13,31599.960468612673
2864,2013,17,53,32422.513835785474
2865,2013,17,85,50427.314774012884
2866,2013,17,93,154964.92637016115
2867,2013,17,101,51073.325682979514
2868,2013,17,121,63251.229272879864
2869,2013,17,125,36511.41946256589
2870,2013,17,75,55394.70712685249
2871,2013,17,25,33464.68200423255
2872,2013,17,59,31392.842868695618
2873,2013,17,133,54638.341798331334
2874,2013,17,143,171459.96823081883
2875,2013,21,59,141203.75891537953
2876,2013,21,101,65734.81547991325
2877,2013,21,109,39311.475603951876
2878,2013,21,163,58609.717929502876
2879,2013,21,185,121903.97403349342
2880,2013,21,203,37472.011327733795
2881,2013,21,3,37218.60471337401
2882,2013,21,29,141931.2275435766
2883,2013,21,75,56676.99773529697
2884,2013,21,119,40962.28797127327
2885,2013,21,177,56283.96123572676
2886,2013,21,237,31015.906417483682
2887,2013,21,13,62697.940521943005
2888,2013,21,57,38719.336189975336
2889,2013,21,129,40548.30930198905
2890,2013,21,61,36090.14721293243
2891,2013,21,23,33214.11811119525
2892,2013,21,179,64154.54472141557
2893,2013,21,155,49876.9669025632
2894,2013,21,15,149426.14931377725
2895,2013,21,121,63099.26469453746
2896,2013,21,133,41633.185035215734
2897,2013,21,195,73434.48541873747
2898,2013,21,77,32431.12723254027
2899,2013,22,115,66954.78657509583
2900,2013,22,85,49971.42205607738
2901,2013,22,53,51219.1465423626
2902,2013,22,125,40816.9691521074
2903,2013,22,13,53910.34056579547
2904,2013,22,23,25219.267670958972
2905,2013,22,75,45427.50312502126
2906,2013,22,117,68119.40581817954
2907,2013,22,1,56533.03807127837
2908,2013,22,103,171871.2166114983
2909,2013,22,17,181720.44766412533
2910,2013,22,5,146048.4192299983
2911,2013,22,45,61235.115946751146
2912,2013,22,91,56154.94281710018
2913,2013,22,31,56808.49342435483
2914,2013,22,63,160693.16605710654
2915,2013,22,69,63627.19669521001
2916,2013,22,25,53096.40682831437
2917,2013,22,41,57354.41033420776
2918,2013,22,49,43290.81365480165
2919,2013,22,89,58244.00201393591
2920,2013,22,107,54693.97715994034
2921,2013,21,191,31357.20211317543
2922,2013,21,201,38742.97323390242
2923,2013,21,207,48444.94660613534
2924,2013,21,215,40927.30610359335
2925,2013,21,229,45429.91587129625
2926,2013,21,11,37464.671237754694
2927,2013,21,7,32475.749111195248
2928,2013,21,9,57985.12206285707
2929,2013,21,21,54838.9776642982
2930,2013,21,87,36237.7678374279
2931,2013,21,91,31254.035111195244
2932,2013,21,95,53152.81513864749
2933,2013,21,159,57550.202921804936
2934,2013,21,93,143052.30072236346
2935,2013,21,137,60126.3728563447
2936,2013,21,149,30807.502137302177
2937,2013,21,171,32952.46973775469
2938,2013,21,183,49666.875338218444
2939,2013,21,197,38235.33123775469
2940,2013,21,233,44421.5315278449
2941,2013,21,33,51442.17476898105
2942,2013,1,99,60284.20978330664
2943,2013,1,79,58540.06433096487
2944,2013,1,81,168216.76820489057
2945,2013,1,93,60747.083104784695
2946,2013,1,107,57035.64272057139
2947,2013,1,119,55511.04040530008
2948,2013,1,73,246938.0136771927
2949,2013,1,23,54774.618148265705
2950,2013,1,59,61314.364553908585
2951,2013,1,91,56460.5678563447
2952,2013,1,113,72969.51976110041
2953,2013,1,19,51926.83735328696
2954,2013,1,39,65693.21148856614
2955,2013,1,41,52254.784029801645
2956,2013,1,47,64614.54375168131
2957,2013,1,77,139999.41306023466
2958,2013,1,85,57986.70876778958
2959,2013,1,87,57895.70774270834
2960,2013,1,83,138034.75844407303
2961,2013,1,117,164178.3311190802
2962,2013,1,133,58807.741492708345
2963,2013,1,43,140744.68576923644
2964,2013,1,51,136476.92005191615
2965,2013,1,71,64917.808761100416
2966,2013,1,121,73928.91875083288
2967,2013,1,129,54423.42865440461
2968,2013,1,27,54387.0088911947
2969,2013,1,103,165117.23919560006
2970,2013,1,21,56664.51681919681
2971,2013,1,33,67983.76426110041
2972,2013,27,141,146733.0721537706
2973,2013,27,159,28324.75922664331
2974,2013,17,201,186638.0471813306
2975,2013,17,147,28197.580273503
2976,2013,17,153,56964.85431730734
2977,2013,17,169,30358.081329531033
2978,2013,17,175,31529.547694121873
2979,2013,17,45,32649.86040166411
2980,2013,17,5,49170.009866218425
2981,2013,21,45,37937.990252305826
2982,2013,21,47,68156.19720554486
2983,2013,21,85,53517.45724707233
2984,2013,21,103,48980.142463656506
2985,2013,21,107,63930.4116062132
2986,2013,21,125,69372.8857611004
2987,2013,21,157,43342.75002769015
2988,2013,21,173,53012.42584611638
2989,2013,21,181,33059.34793529811
2990,2013,21,187,27511.244101821314
2991,2013,21,209,60445.284856203914
2992,2013,21,227,143798.18014024573
2993,2013,21,17,45633.868735896525
2994,2013,21,19,67112.02126110041
2995,2013,21,55,36067.64516656233
2996,2013,21,67,173520.55994109687
2997,2013,21,115,41499.420638753974
2998,2013,21,165,39571.09448057363
2999,2013,21,175,38497.342270618545
3000,2013,21,193,64898.59687820835
3001,2013,21,199,73256.14292123113
3002,2013,21,51,60748.15600841509
3003,2013,21,1,56062.10112548885
3004,2013,21,25,26765.84907788264
3005,2013,21,83,59037.779570916595
3006,2013,21,99,54547.99575452096
3007,2013,21,31,39199.43288481351
3008,2013,21,223,31304.970777726787
3009,2013,21,97,55641.70302335635
3010,2013,21,105,32872.89501769004
3011,2013,21,143,33440.12842476912
3012,2013,21,231,59150.830885383206
3013,2013,21,135,40772.08952835298
3014,2013,21,221,49991.325758551815
3015,2013,21,239,42168.287597938004
3016,2013,21,131,26513.77959098915
3017,2013,21,113,62501.72115253014
3018,2013,21,127,39445.50483348092
3019,2013,21,139,31874.548137302176
3020,2013,21,145,65942.59490842916
3021,2013,21,211,56989.640652530135
3022,2013,21,235,62773.2099155955
3023,2013,27,9,56597.918550943024
3024,2013,27,19,147397.00815377058
3025,2013,27,47,49819.030217609696
3026,2013,27,61,63196.34057509584
3027,2013,27,85,53107.89855094303
3028,2013,27,121,25781.25554187639
3029,2013,27,123,244029.59017307448
3030,2013,27,149,31936.310872553335
3031,2013,27,151,27307.232900458388
3032,2013,27,169,59973.80155094303
3033,2013,27,33,44218.43925572011
3034,2013,27,139,157604.17556845446
3035,2013,27,39,42023.11704605052
3036,2013,27,157,41136.75385686132
3037,2013,27,117,31131.10809405526
3038,2013,27,35,122510.77750252072
3039,2013,27,107,26667.410444660625
3040,2013,27,171,159207.59223512112
3041,2013,27,103,52597.000632419855
3042,2013,27,41,57687.77530107271
3043,2013,27,69,24480.506928930132
3044,2013,27,79,48103.34250137812
3045,2013,27,25,114463.07165551724
3046,2013,27,127,45217.78838123693
3047,2013,27,153,45806.96577130874
3048,2013,27,7,60529.59544221498
3049,2013,27,55,27393.88294579688
3050,2013,27,73,24629.818450703635
3051,2013,27,111,63821.74784352668
3052,2013,27,161,42113.063381236934
3053,2013,27,3,174064.43129379672
3054,2013,27,145,155606.2435868962
3055,2013,27,81,26523.04780523299
3056,2013,27,89,31315.1925815742
3057,2013,27,95,53949.39682877557
3058,2013,27,163,160507.22453386316
3059,2013,27,17,56147.522272870585
3060,2013,27,65,33571.20440600899
3061,2013,5,41,50923.073626389596
3062,2013,5,51,145729.0218182806
3063,2013,5,115,67647.32659443376
3064,2013,5,147,54709.10897812215
3065,2013,5,67,56710.36567424843
3066,2013,5,137,38424.185314477785
3067,2013,5,5,69764.51319417798
3068,2013,5,55,62404.20386439804
3069,2013,5,107,58816.979106344705
3070,2013,5,149,50008.38840166808
3071,2013,5,19,58913.684314678045
3072,2013,5,95,43728.8630328413
3073,2013,5,103,57174.741492708345
3074,2013,5,1,47845.985591001896
3075,2013,5,15,50287.8895139359
3076,2013,5,119,185906.90043792783
3077,2013,6,33,72644.38953887817
3078,2013,6,49,57439.75493894211
3079,2013,6,27,50071.12230082006
3080,2013,17,7,68778.48189510626
3081,2013,17,11,56561.94379351916
3082,2013,17,15,40066.66797722648
3083,2013,17,29,67333.689832529
3084,2013,17,33,49208.75329217358
3085,2013,17,83,35554.04561898556
3086,2013,17,155,31084.1288176765
3087,2013,17,39,33724.38092981269
3088,2013,17,51,51144.5201103554
3089,2013,17,103,55537.65087685249
3090,2013,17,107,54858.81087685249
3091,2013,17,117,66549.27445915379
3092,2013,17,159,30404.488234702843
3093,2013,17,189,26436.404467049408
3094,2013,17,135,57568.50763428564
3095,2013,17,1,61122.87161029748
3096,2013,17,27,57191.54777696415
3097,2013,17,47,30533.612555011918
3098,2013,17,81,63048.03327287986
3099,2013,17,183,94985.91293698858
3100,2013,17,199,66767.57342776707
3101,2013,17,23,34066.061776369505
3102,2013,17,49,53623.64927358959
3103,2013,17,57,60598.20042020862
3104,2013,17,65,31088.720329531032
3105,2013,17,73,62386.20057509584
3106,2013,17,87,55366.37801037068
3107,2013,17,97,243392.09350640784
3108,2013,17,105,55532.66212685249
3109,2013,17,171,31746.823555011917
3110,2013,17,17,48930.41984157038
3111,2013,17,187,49038.911696213974
3112,2013,18,69,55301.87276091045
3113,2013,18,91,151937.19575107496
3114,2013,18,181,46724.95370438955
3115,2013,18,73,52034.51845880366
3116,2013,18,101,27209.800690793745
3117,2013,18,145,64181.42901544671
3118,2013,18,137,55910.230203906096
3119,2013,18,153,49340.944363138835
3120,2013,18,159,27745.789905746722
3121,2013,18,167,142039.98969380275
3122,2013,18,173,132944.7139872749
3123,2013,18,33,59194.37062724201
3124,2013,18,5,135228.4086539416
3125,2013,18,139,31568.109185623834
3126,2013,18,49,50737.415846116375
3127,2013,18,89,246722.5807018347
3128,2013,18,113,60111.91568211337
3129,2013,18,1,52714.560345412756
3130,2013,18,41,45330.27026355825
3131,2013,18,63,165863.6013041868
3132,2013,18,37,57955.91815253014
3133,2013,18,53,72801.54298264357
3134,2013,18,59,139312.7229676671
3135,2013,18,67,142261.398982803
3136,2013,23,17,67091.07176110041
3137,2013,24,1,70040.477411215
3138,2013,24,3,453759.9687142857
3139,2014,31,117,25847.46871219106
3140,2014,31,33,44516.22989507587
3141,2014,31,47,47395.04688813318
3142,2014,31,71,26627.023634898007
3143,2014,31,125,24784.727659365428
3144,2014,31,167,26771.885268163955
3145,2014,31,175,25139.64825739755
3146,2014,32,1,52746.639820791686
3147,2014,32,5,63597.34740842918
3148,2014,32,27,48632.61006527257
3149,2014,32,11,25064.766557990646
3150,2014,32,13,40778.17631591249
3151,2014,32,33,42453.405727688885
3152,2014,32,7,55569.836332519706
3153,2014,32,23,62433.98386439804
3154,2014,32,29,31286.47982482936
